dataset,seed,method,cond,metric,value
CDNow,7,BTYD_raw,all,cov95,0.9720101781170484
CDNow,7,BTYD_raw,all,cov50,0.8261238337574215
CDNow,7,BTYD_raw,all,nMAE,0.8404696132596684
CDNow,7,BTYD_raw,x>0,CRPS,0.7637983945560254
CDNow,7,BTYD_raw,x>0,pit_ks,0.07271730434103696
CDNow,7,BTYD_raw,x>0,cov95,0.9767441860465116
CDNow,7,BTYD_raw,x>0,cov50,0.7315010570824524
CDNow,7,BTYD_raw,x>0,nMAE,0.8097199341021417
CDNow,7,BTYD_recal,all,CRPS,0.39841721798134005
CDNow,7,BTYD_recal,all,pit_ks,0.04001663046774903
CDNow,7,BTYD_recal,all,cov95,0.9779474130619169
CDNow,7,BTYD_recal,all,cov50,0.8396946564885496
CDNow,7,BTYD_recal,all,nMAE,0.8328729281767955
CDNow,7,BTYD_recal,x>0,CRPS,0.7612200422832982
CDNow,7,BTYD_recal,x>0,pit_ks,0.04043703836724688
CDNow,7,BTYD_recal,x>0,cov95,0.9809725158562368
CDNow,7,BTYD_recal,x>0,cov50,0.7653276955602537
CDNow,7,BTYD_recal,x>0,nMAE,0.800658978583196
CDNow,8,BTYD_raw,all,CRPS,0.3843011490139949
CDNow,8,BTYD_raw,all,pit_ks,0.062224915361605904
CDNow,8,BTYD_raw,all,cov95,0.9669211195928753
CDNow,8,BTYD_raw,all,cov50,0.8346055979643766
CDNow,8,BTYD_raw,all,nMAE,0.8403483309143688
CDNow,8,BTYD_raw,x>0,CRPS,0.7140765921677215
CDNow,8,BTYD_raw,x>0,pit_ks,0.09444623039248279
CDNow,8,BTYD_raw,x>0,cov95,0.9725738396624473
CDNow,8,BTYD_raw,x>0,cov50,0.7489451476793249
CDNow,8,BTYD_raw,x>0,nMAE,0.8059964726631393
CDNow,8,BTYD_recal,all,CRPS,0.382363423240034
CDNow,8,BTYD_recal,all,pit_ks,0.03188301415330985
CDNow,8,BTYD_recal,all,cov95,0.9770992366412213
CDNow,8,BTYD_recal,all,cov50,0.8524173027989822
CDNow,8,BTYD_recal,all,nMAE,0.8577648766328012
CDNow,8,BTYD_recal,x>0,CRPS,0.7108540506329115
CDNow,8,BTYD_recal,x>0,pit_ks,0.05497150522864189
CDNow,8,BTYD_recal,x>0,cov95,0.9831223628691983
CDNow,8,BTYD_recal,x>0,cov50,0.7932489451476793
CDNow,8,BTYD_recal,x>0,nMAE,0.8271604938271605
CDNow,9,BTYD_raw,all,CRPS,0.3426048955682782
CDNow,9,BTYD_raw,all,pit_ks,0.05972742014796051
CDNow,9,BTYD_raw,all,cov95,0.9703138252756573
CDNow,9,BTYD_raw,all,cov50,0.8481764206955047
CDNow,9,BTYD_raw,all,nMAE,0.8551554828150573
CDNow,9,BTYD_raw,x>0,CRPS,0.6261502100840336
CDNow,9,BTYD_raw,x>0,pit_ks,0.06502752750343144
CDNow,9,BTYD_raw,x>0,cov95,0.9747899159663865
CDNow,9,BTYD_raw,x>0,cov50,0.7941176470588235
CDNow,9,BTYD_raw,x>0,nMAE,0.8219315895372232
CDNow,9,BTYD_recal,all,CRPS,0.34273133842239184
CDNow,9,BTYD_recal,all,pit_ks,0.035564305051526635
CDNow,9,BTYD_recal,all,cov95,0.9821882951653944
CDNow,9,BTYD_recal,all,cov50,0.8498727735368957
CDNow,9,BTYD_recal,all,nMAE,0.8535188216039279
CDNow,9,BTYD_recal,x>0,CRPS,0.6297458739495799
CDNow,9,BTYD_recal,x>0,pit_ks,0.042135330519565584
CDNow,9,BTYD_recal,x>0,cov95,0.9831932773109243
CDNow,9,BTYD_recal,x>0,cov50,0.7983193277310925
CDNow,9,BTYD_recal,x>0,nMAE,0.8199195171026156
CDNow,10,BTYD_raw,all,CRPS,0.39869168787107717
CDNow,10,BTYD_raw,all,pit_ks,0.062074076270550615
CDNow,10,BTYD_raw,all,cov95,0.9694656488549618
CDNow,10,BTYD_raw,all,cov50,0.8396946564885496
CDNow,10,BTYD_raw,all,nMAE,0.8186206896551724
CDNow,10,BTYD_raw,x>0,CRPS,0.7412167808657787
CDNow,10,BTYD_raw,x>0,pit_ks,0.06378627925796532
CDNow,10,BTYD_raw,x>0,cov95,0.9692622950819673
CDNow,10,BTYD_raw,x>0,cov50,0.7704918032786885
CDNow,10,BTYD_raw,x>0,nMAE,0.7837171052631579
CDNow,10,BTYD_recal,all,CRPS,0.3966075521628499
CDNow,10,BTYD_recal,all,pit_ks,0.04357188322655425
CDNow,10,BTYD_recal,all,cov95,0.9694656488549618
CDNow,10,BTYD_recal,all,cov50,0.8464800678541137
CDNow,10,BTYD_recal,all,nMAE,0.8179310344827586
CDNow,10,BTYD_recal,x>0,CRPS,0.7376859262295081
CDNow,10,BTYD_recal,x>0,pit_ks,0.05400875978219566
CDNow,10,BTYD_recal,x>0,cov95,0.9692622950819673
CDNow,10,BTYD_recal,x>0,cov50,0.7868852459016393
CDNow,10,BTYD_recal,x>0,nMAE,0.7828947368421052
CDNow,11,BTYD_raw,all,CRPS,0.3503379784245123
CDNow,11,BTYD_raw,all,pit_ks,0.05335845642677839
CDNow,11,BTYD_raw,all,cov95,0.9754028837998303
CDNow,11,BTYD_raw,all,cov50,0.8363019508057676
CDNow,11,BTYD_raw,all,nMAE,0.8620967741935484
CDNow,11,BTYD_raw,x>0,CRPS,0.65715689009979
CDNow,11,BTYD_raw,x>0,pit_ks,0.08450055168407355
CDNow,11,BTYD_raw,x>0,cov95,0.976890756302521
CDNow,11,BTYD_raw,x>0,cov50,0.7521008403361344
CDNow,11,BTYD_raw,x>0,nMAE,0.8333333333333334
CDNow,11,BTYD_recal,all,CRPS,0.3538908532654793
CDNow,11,BTYD_recal,all,pit_ks,0.027918228630544828
CDNow,11,BTYD_recal,all,cov95,0.981340118744699
CDNow,11,BTYD_recal,all,cov50,0.8575063613231552
CDNow,11,BTYD_recal,all,nMAE,0.8814516129032257
CDNow,11,BTYD_recal,x>0,CRPS,0.666652831932773
CDNow,11,BTYD_recal,x>0,pit_ks,0.034813706321480065
CDNow,11,BTYD_recal,x>0,cov95,0.9852941176470589
CDNow,11,BTYD_recal,x>0,cov50,0.8046218487394958
CDNow,11,BTYD_recal,x>0,nMAE,0.8567251461988304
CDNow,12,BTYD_raw,all,CRPS,0.41806416984732825
CDNow,12,BTYD_raw,all,pit_ks,0.047910551594958606
CDNow,12,BTYD_raw,all,cov95,0.9669211195928753
CDNow,12,BTYD_raw,all,cov50,0.8346055979643766
CDNow,12,BTYD_raw,all,nMAE,0.8190224570673712
CDNow,12,BTYD_raw,x>0,CRPS,0.7839525341386555
CDNow,12,BTYD_raw,x>0,pit_ks,0.06355455706749946
CDNow,12,BTYD_raw,x>0,cov95,0.9642857142857143
CDNow,12,BTYD_raw,x>0,cov50,0.7584033613445378
CDNow,12,BTYD_raw,x>0,nMAE,0.782193958664547
CDNow,12,BTYD_recal,all,CRPS,0.41842262934690416
CDNow,12,BTYD_recal,all,pit_ks,0.02351179110625201
CDNow,12,BTYD_recal,all,cov95,0.9669211195928753
CDNow,12,BTYD_recal,all,cov50,0.8473282442748091
CDNow,12,BTYD_recal,all,nMAE,0.8295904887714662
CDNow,12,BTYD_recal,x>0,CRPS,0.7864763529411765
CDNow,12,BTYD_recal,x>0,pit_ks,0.03582665495755849
CDNow,12,BTYD_recal,x>0,cov95,0.9642857142857143
CDNow,12,BTYD_recal,x>0,cov50,0.7899159663865546
CDNow,12,BTYD_recal,x>0,nMAE,0.794912559618442
CDNow,13,BTYD_raw,all,CRPS,0.3713508534775233
CDNow,13,BTYD_raw,all,pit_ks,0.0678245013949958
CDNow,13,BTYD_raw,all,cov95,0.9720101781170484
CDNow,13,BTYD_raw,all,cov50,0.8363019508057676
CDNow,13,BTYD_raw,all,nMAE,0.8237463126843657
CDNow,13,BTYD_raw,x>0,CRPS,0.7347612283549783
CDNow,13,BTYD_raw,x>0,pit_ks,0.10935714926199758
CDNow,13,BTYD_raw,x>0,cov95,0.9653679653679653
CDNow,13,BTYD_raw,x>0,cov50,0.7445887445887446
CDNow,13,BTYD_raw,x>0,nMAE,0.791083916083916
CDNow,13,BTYD_recal,all,CRPS,0.36969650890585243
CDNow,13,BTYD_recal,all,pit_ks,0.05518872978702305
CDNow,13,BTYD_recal,all,cov95,0.9881255301102629
CDNow,13,BTYD_recal,all,cov50,0.8507209499575912
CDNow,13,BTYD_recal,all,nMAE,0.8303834808259587
CDNow,13,BTYD_recal,x>0,CRPS,0.7318022597402599
CDNow,13,BTYD_recal,x>0,pit_ks,0.091216672353222
CDNow,13,BTYD_recal,x>0,cov95,0.9848484848484849
CDNow,13,BTYD_recal,x>0,cov50,0.7813852813852814
CDNow,13,BTYD_recal,x>0,nMAE,0.798951048951049
CDNow,14,BTYD_raw,all,CRPS,0.392024524226039
CDNow,14,BTYD_raw,all,pit_ks,0.06562607820940636
CDNow,14,BTYD_raw,all,cov95,0.9703138252756573
CDNow,14,BTYD_raw,all,cov50,0.8269720101781171
CDNow,14,BTYD_raw,all,nMAE,0.8095890410958904
CDNow,14,BTYD_raw,x>0,CRPS,0.7502723616260594
CDNow,14,BTYD_raw,x>0,pit_ks,0.09887273079525771
CDNow,14,BTYD_raw,x>0,cov95,0.9639830508474576
CDNow,14,BTYD_raw,x>0,cov50,0.7457627118644068
CDNow,14,BTYD_raw,x>0,nMAE,0.7732463295269169
CDNow,14,BTYD_recal,all,CRPS,0.3893209397794742
CDNow,14,BTYD_recal,all,pit_ks,0.03471350274359575
CDNow,14,BTYD_recal,all,cov95,0.9821882951653944
CDNow,14,BTYD_recal,all,cov50,0.8278201865988125
CDNow,14,BTYD_recal,all,nMAE,0.8198630136986301
CDNow,14,BTYD_recal,x>0,CRPS,0.746832686440678
CDNow,14,BTYD_recal,x>0,pit_ks,0.07580738635991957
CDNow,14,BTYD_recal,x>0,cov95,0.9809322033898306
CDNow,14,BTYD_recal,x>0,cov50,0.7478813559322034
CDNow,14,BTYD_recal,x>0,nMAE,0.7854812398042413
Grocery,0,BTYD_raw,all,CRPS,0.5105911594855832
Grocery,0,BTYD_raw,all,pit_ks,0.04231250764339273
Grocery,0,BTYD_raw,all,cov95,0.9698558322411533
Grocery,0,BTYD_raw,all,cov50,0.8610747051114024
Grocery,0,BTYD_raw,all,nMAE,0.5641855447680691
Grocery,0,BTYD_raw,x>0,CRPS,0.7716097074468085
Grocery,0,BTYD_raw,x>0,pit_ks,0.05728355416617742
Grocery,0,BTYD_raw,x>0,cov95,0.9659574468085106
Grocery,0,BTYD_raw,x>0,cov50,0.8106382978723404
Grocery,0,BTYD_raw,x>0,nMAE,0.5506117908787541
Grocery,0,BTYD_recal,all,CRPS,0.5032064325032766
Grocery,0,BTYD_recal,all,pit_ks,0.05312268550075461
Grocery,0,BTYD_recal,all,cov95,0.9672346002621232
Grocery,0,BTYD_recal,all,cov50,0.8387942332896461
Grocery,0,BTYD_recal,all,nMAE,0.5598705501618123
Grocery,0,BTYD_recal,x>0,CRPS,0.7594054212765958
Grocery,0,BTYD_recal,x>0,pit_ks,0.07432153217562798
Grocery,0,BTYD_recal,x>0,cov95,0.9638297872340426
Grocery,0,BTYD_recal,x>0,cov50,0.774468085106383
Grocery,0,BTYD_recal,x>0,nMAE,0.5461624026696329
Grocery,1,BTYD_raw,all,CRPS,0.5147727924311926
Grocery,1,BTYD_raw,all,pit_ks,0.04721503462355214
Grocery,1,BTYD_raw,all,cov95,0.9737876802096985
Grocery,1,BTYD_raw,all,cov50,0.8702490170380078
Grocery,1,BTYD_raw,all,nMAE,0.5218052738336714
Grocery,1,BTYD_raw,x>0,CRPS,0.7615062467716942
Grocery,1,BTYD_raw,x>0,pit_ks,0.07684450538501819
Grocery,1,BTYD_raw,x>0,cov95,0.9710743801652892
Grocery,1,BTYD_raw,x>0,cov50,0.8243801652892562
Grocery,1,BTYD_raw,x>0,nMAE,0.5093652445369408
Grocery,1,BTYD_recal,all,CRPS,0.5076490170380079
Grocery,1,BTYD_recal,all,pit_ks,0.02196768902367674
Grocery,1,BTYD_recal,all,cov95,0.9777195281782438
Grocery,1,BTYD_recal,all,cov50,0.8623853211009175
Grocery,1,BTYD_recal,all,nMAE,0.5192697768762677
Grocery,1,BTYD_recal,x>0,CRPS,0.7504286776859503
Grocery,1,BTYD_recal,x>0,pit_ks,0.035192975400937354
Grocery,1,BTYD_recal,x>0,cov95,0.9752066115702479
Grocery,1,BTYD_recal,x>0,cov50,0.8119834710743802
Grocery,1,BTYD_recal,x>0,nMAE,0.5067637877211238
Grocery,2,BTYD_raw,all,CRPS,0.5287366890563565
Grocery,2,BTYD_raw,all,pit_ks,0.02623274873900644
Grocery,2,BTYD_raw,all,cov95,0.9646133682830931
Grocery,2,BTYD_raw,all,cov50,0.8558322411533421
Grocery,2,BTYD_raw,all,nMAE,0.5578556263269638
Grocery,2,BTYD_raw,x>0,CRPS,0.7977050781249999
Grocery,2,BTYD_raw,x>0,pit_ks,0.038837359554567574
Grocery,2,BTYD_raw,x>0,cov95,0.9576271186440678
Grocery,2,BTYD_raw,x>0,cov50,0.8008474576271186
Grocery,2,BTYD_raw,x>0,nMAE,0.5443107221006565
Grocery,2,BTYD_recal,all,CRPS,0.5246619501965923
Grocery,2,BTYD_recal,all,pit_ks,0.040345519672283725
Grocery,2,BTYD_recal,all,cov95,0.9606815203145478
Grocery,2,BTYD_recal,all,cov50,0.8519003931847968
Grocery,2,BTYD_recal,all,nMAE,0.5636942675159236
Grocery,2,BTYD_recal,x>0,CRPS,0.7910241186440677
Grocery,2,BTYD_recal,x>0,pit_ks,0.07210470208143416
Grocery,2,BTYD_recal,x>0,cov95,0.9533898305084746
Grocery,2,BTYD_recal,x>0,cov50,0.7944915254237288
Grocery,2,BTYD_recal,x>0,nMAE,0.550328227571116
Grocery,3,BTYD_raw,all,CRPS,0.5336197063401048
Grocery,3,BTYD_raw,all,pit_ks,0.037178118387915404
Grocery,3,BTYD_raw,all,cov95,0.9724770642201835
Grocery,3,BTYD_raw,all,cov50,0.8584534731323722
Grocery,3,BTYD_raw,all,nMAE,0.5810381355932203
Grocery,3,BTYD_raw,x>0,CRPS,0.7812215836321721
Grocery,3,BTYD_raw,x>0,pit_ks,0.045001366243693774
Grocery,3,BTYD_raw,x>0,cov95,0.9713114754098361
Grocery,3,BTYD_raw,x>0,cov50,0.8094262295081968
Grocery,3,BTYD_raw,x>0,nMAE,0.5687022900763359
Grocery,3,BTYD_recal,all,CRPS,0.5303793971166448
Grocery,3,BTYD_recal,all,pit_ks,0.02861696474736858
Grocery,3,BTYD_recal,all,cov95,0.9803407601572739
Grocery,3,BTYD_recal,all,cov50,0.8387942332896461
Grocery,3,BTYD_recal,all,nMAE,0.5815677966101694
Grocery,3,BTYD_recal,x>0,CRPS,0.7762422459016394
Grocery,3,BTYD_recal,x>0,pit_ks,0.028257235474888676
Grocery,3,BTYD_recal,x>0,cov95,0.9795081967213115
Grocery,3,BTYD_recal,x>0,cov50,0.7786885245901639
Grocery,3,BTYD_recal,x>0,nMAE,0.569247546346783
Grocery,4,BTYD_raw,all,CRPS,0.47312720142529485
Grocery,4,BTYD_raw,all,pit_ks,0.05400643054651666
Grocery,4,BTYD_raw,all,cov95,0.981651376146789
Grocery,4,BTYD_raw,all,cov50,0.8820445609436435
Grocery,4,BTYD_raw,all,nMAE,0.5601415094339622
Grocery,4,BTYD_raw,x>0,CRPS,0.7332358150158897
Grocery,4,BTYD_raw,x>0,pit_ks,0.07200558055026707
Grocery,4,BTYD_raw,x>0,cov95,0.9809322033898306
Grocery,4,BTYD_raw,x>0,cov50,0.8283898305084746
Grocery,4,BTYD_raw,x>0,nMAE,0.5522208883553421
Grocery,4,BTYD_recal,all,CRPS,0.4836709043250328
Grocery,4,BTYD_recal,all,pit_ks,0.06325530701386917
Grocery,4,BTYD_recal,all,cov95,0.9895150720838795
Grocery,4,BTYD_recal,all,cov50,0.8754914809960681
Grocery,4,BTYD_recal,all,nMAE,0.5636792452830188
Grocery,4,BTYD_recal,x>0,CRPS,0.7493799576271187
Grocery,4,BTYD_recal,x>0,pit_ks,0.07998996059356722
Grocery,4,BTYD_recal,x>0,cov95,0.9851694915254238
Grocery,4,BTYD_recal,x>0,cov50,0.8177966101694916
Grocery,4,BTYD_recal,x>0,nMAE,0.5558223289315727
Grocery,5,BTYD_raw,all,CRPS,0.5499888392857143
Grocery,5,BTYD_raw,all,pit_ks,0.03857489195424302
Grocery,5,BTYD_raw,all,cov95,0.963302752293578
Grocery,5,BTYD_raw,all,cov50,0.8702490170380078
Grocery,5,BTYD_raw,all,nMAE,0.5556122448979591
Grocery,5,BTYD_raw,x>0,CRPS,0.8099489861396303
Grocery,5,BTYD_raw,x>0,pit_ks,0.05332937849943409
Grocery,5,BTYD_raw,x>0,cov95,0.9548254620123203
Grocery,5,BTYD_raw,x>0,cov50,0.8254620123203286
Grocery,5,BTYD_raw,x>0,nMAE,0.5435010482180294
Grocery,5,BTYD_recal,all,CRPS,0.5488211900393185
Grocery,5,BTYD_recal,all,pit_ks,0.0543051302897164
Grocery,5,BTYD_recal,all,cov95,0.9672346002621232
Grocery,5,BTYD_recal,all,cov50,0.8374836173001311
Grocery,5,BTYD_recal,all,nMAE,0.5653061224489796
Grocery,5,BTYD_recal,x>0,CRPS,0.808328952772074
Grocery,5,BTYD_recal,x>0,pit_ks,0.06121033984596186
Grocery,5,BTYD_recal,x>0,cov95,0.9589322381930184
Grocery,5,BTYD_recal,x>0,cov50,0.7741273100616016
Grocery,5,BTYD_recal,x>0,nMAE,0.5534591194968553
Grocery,6,BTYD_raw,all,CRPS,0.5056483453473132
Grocery,6,BTYD_raw,all,pit_ks,0.036738064088600975
Grocery,6,BTYD_raw,all,cov95,0.9724770642201835
Grocery,6,BTYD_raw,all,cov50,0.872870249017038
Grocery,6,BTYD_raw,all,nMAE,0.5223725286160249
Grocery,6,BTYD_raw,x>0,CRPS,0.7486592585403726
Grocery,6,BTYD_raw,x>0,pit_ks,0.03816348825578009
Grocery,6,BTYD_raw,x>0,cov95,0.9710144927536232
Grocery,6,BTYD_raw,x>0,cov50,0.8322981366459627
Grocery,6,BTYD_raw,x>0,nMAE,0.5096153846153846
Grocery,6,BTYD_recal,all,CRPS,0.511452256880734
Grocery,6,BTYD_recal,all,pit_ks,0.046968411891049944
Grocery,6,BTYD_recal,all,cov95,0.9750982961992136
Grocery,6,BTYD_recal,all,cov50,0.8754914809960681
Grocery,6,BTYD_recal,all,nMAE,0.5223725286160249
Grocery,6,BTYD_recal,x>0,CRPS,0.7574631387163561
Grocery,6,BTYD_recal,x>0,pit_ks,0.047433296027171945
Grocery,6,BTYD_recal,x>0,cov95,0.9730848861283644
Grocery,6,BTYD_recal,x>0,cov50,0.8364389233954451
Grocery,6,BTYD_recal,x>0,nMAE,0.5096153846153846
Grocery,7,BTYD_raw,all,CRPS,0.5207948681192661
Grocery,7,BTYD_raw,all,pit_ks,0.035115695855420626
Grocery,7,BTYD_raw,all,cov95,0.9724770642201835
Grocery,7,BTYD_raw,all,cov50,0.8623853211009175
Grocery,7,BTYD_raw,all,nMAE,0.5289421157684631
Grocery,7,BTYD_raw,x>0,CRPS,0.7778010157867495
Grocery,7,BTYD_raw,x>0,pit_ks,0.04513132710725665
Grocery,7,BTYD_raw,x>0,cov95,0.9710144927536232
Grocery,7,BTYD_raw,x>0,cov50,0.8074534161490683
Grocery,7,BTYD_raw,x>0,nMAE,0.5183673469387754
Grocery,7,BTYD_recal,all,CRPS,0.5191105897771953
Grocery,7,BTYD_recal,all,pit_ks,0.03918938439284758
Grocery,7,BTYD_recal,all,cov95,0.9803407601572739
Grocery,7,BTYD_recal,all,cov50,0.8689384010484927
Grocery,7,BTYD_recal,all,nMAE,0.5289421157684631
Grocery,7,BTYD_recal,x>0,CRPS,0.7749429565217392
Grocery,7,BTYD_recal,x>0,pit_ks,0.04275848040857644
Grocery,7,BTYD_recal,x>0,cov95,0.979296066252588
Grocery,7,BTYD_recal,x>0,cov50,0.8178053830227743
Grocery,7,BTYD_recal,x>0,nMAE,0.5183673469387754
Grocery,8,BTYD_raw,all,CRPS,0.519833510812582
Grocery,8,BTYD_raw,all,pit_ks,0.025547814608359976
Grocery,8,BTYD_raw,all,cov95,0.9750982961992136
Grocery,8,BTYD_raw,all,cov50,0.8663171690694627
Grocery,8,BTYD_raw,all,nMAE,0.5838815789473685
Grocery,8,BTYD_raw,x>0,CRPS,0.7894266447368421
Grocery,8,BTYD_raw,x>0,pit_ks,0.047173805565411286
Grocery,8,BTYD_raw,x>0,cov95,0.9726315789473684
Grocery,8,BTYD_raw,x>0,cov50,0.8147368421052632
Grocery,8,BTYD_raw,x>0,nMAE,0.5735955056179776
Grocery,8,BTYD_recal,all,CRPS,0.5144434023591088
Grocery,8,BTYD_recal,all,pit_ks,0.018954799767194608
Grocery,8,BTYD_recal,all,cov95,0.981651376146789
Grocery,8,BTYD_recal,all,cov50,0.8453473132372215
Grocery,8,BTYD_recal,all,nMAE,0.5800438596491228
Grocery,8,BTYD_recal,x>0,CRPS,0.780389734736842
Grocery,8,BTYD_recal,x>0,pit_ks,0.03560916048278823
Grocery,8,BTYD_recal,x>0,cov95,0.9810526315789474
Grocery,8,BTYD_recal,x>0,cov50,0.7810526315789473
Grocery,8,BTYD_recal,x>0,nMAE,0.5696629213483145
Grocery,9,BTYD_raw,all,CRPS,0.49752058076671035
Grocery,9,BTYD_raw,all,pit_ks,0.030783524499109594
Grocery,9,BTYD_raw,all,cov95,0.9737876802096985
Grocery,9,BTYD_raw,all,cov50,0.8741808650065531
Grocery,9,BTYD_raw,all,nMAE,0.48918387413962633
Grocery,9,BTYD_raw,x>0,CRPS,0.7524311873681434
Grocery,9,BTYD_raw,x>0,pit_ks,0.038800647102979924
Grocery,9,BTYD_raw,x>0,cov95,0.9704641350210971
Grocery,9,BTYD_raw,x>0,cov50,0.8270042194092827
Grocery,9,BTYD_raw,x>0,nMAE,0.47683786505538767
Grocery,9,BTYD_recal,all,CRPS,0.49452572477064227
Grocery,9,BTYD_recal,all,pit_ks,0.027651404325174878
Grocery,9,BTYD_recal,all,cov95,0.9882044560943644
Grocery,9,BTYD_recal,all,cov50,0.854521625163827
Grocery,9,BTYD_recal,all,nMAE,0.4936086529006883
Grocery,9,BTYD_recal,x>0,CRPS,0.7473476033755276
Grocery,9,BTYD_recal,x>0,pit_ks,0.06307453415804243
Grocery,9,BTYD_recal,x>0,cov95,0.9852320675105485
Grocery,9,BTYD_recal,x>0,cov50,0.7953586497890295
Grocery,9,BTYD_recal,x>0,nMAE,0.4813695871097683
Grocery,10,BTYD_raw,all,CRPS,0.48736161738204453
Grocery,10,BTYD_raw,all,pit_ks,0.04424614722971115
Grocery,10,BTYD_raw,all,cov95,0.9724770642201835
Grocery,10,BTYD_raw,all,cov50,0.8820445609436435
Grocery,10,BTYD_raw,all,nMAE,0.519916142557652
Grocery,10,BTYD_raw,x>0,CRPS,0.7808134140452538
Grocery,10,BTYD_raw,x>0,pit_ks,0.037696131586732906
Grocery,10,BTYD_raw,x>0,cov95,0.9668874172185431
Grocery,10,BTYD_raw,x>0,cov50,0.8211920529801324
Grocery,10,BTYD_raw,x>0,nMAE,0.5106837606837608
Grocery,10,BTYD_recal,all,CRPS,0.48484396854521633
Grocery,10,BTYD_recal,all,pit_ks,0.028330420742401163
Grocery,10,BTYD_recal,all,cov95,0.9737876802096985
Grocery,10,BTYD_recal,all,cov50,0.8610747051114024
Grocery,10,BTYD_recal,all,nMAE,0.518867924528302
Grocery,10,BTYD_recal,x>0,CRPS,0.7763318057395144
Grocery,10,BTYD_recal,x>0,pit_ks,0.023078247920689132
Grocery,10,BTYD_recal,x>0,cov95,0.9690949227373068
Grocery,10,BTYD_recal,x>0,cov50,0.7858719646799117
Grocery,10,BTYD_recal,x>0,nMAE,0.5096153846153847
Grocery,11,BTYD_raw,all,CRPS,0.5521863224934469
Grocery,11,BTYD_raw,all,pit_ks,0.030274326783266692
Grocery,11,BTYD_raw,all,cov95,0.9659239842726082
Grocery,11,BTYD_raw,all,cov50,0.8571428571428571
Grocery,11,BTYD_raw,all,nMAE,0.6155555555555556
Grocery,11,BTYD_raw,x>0,CRPS,0.8168594555412371
Grocery,11,BTYD_raw,x>0,pit_ks,0.044369493882839395
Grocery,11,BTYD_raw,x>0,cov95,0.9608247422680413
Grocery,11,BTYD_raw,x>0,cov50,0.8082474226804124
Grocery,11,BTYD_raw,x>0,nMAE,0.6041189931350114
Grocery,11,BTYD_recal,all,CRPS,0.5486281520314549
Grocery,11,BTYD_recal,all,pit_ks,0.025389523723074847
Grocery,11,BTYD_recal,all,cov95,0.963302752293578
Grocery,11,BTYD_recal,all,cov50,0.8387942332896461
Grocery,11,BTYD_recal,all,nMAE,0.6155555555555556
Grocery,11,BTYD_recal,x>0,CRPS,0.8112671505154639
Grocery,11,BTYD_recal,x>0,pit_ks,0.03079843513647529
Grocery,11,BTYD_recal,x>0,cov95,0.9567010309278351
Grocery,11,BTYD_recal,x>0,cov50,0.7793814432989691
Grocery,11,BTYD_recal,x>0,nMAE,0.6041189931350114
Grocery,12,BTYD_raw,all,CRPS,0.5348815326015727
Grocery,12,BTYD_raw,all,pit_ks,0.036340220119656874
Grocery,12,BTYD_raw,all,cov95,0.963302752293578
Grocery,12,BTYD_raw,all,cov50,0.8597640891218873
Grocery,12,BTYD_raw,all,nMAE,0.5671247357293869
Grocery,12,BTYD_raw,x>0,CRPS,0.8223891424573562
Grocery,12,BTYD_raw,x>0,pit_ks,0.03559811844265082
Grocery,12,BTYD_raw,x>0,cov95,0.9552238805970149
Grocery,12,BTYD_raw,x>0,cov50,0.8017057569296375
Grocery,12,BTYD_raw,x>0,nMAE,0.5563380281690141
Grocery,12,BTYD_recal,all,CRPS,0.5305086657929227
Grocery,12,BTYD_recal,all,pit_ks,0.020278768891012044
Grocery,12,BTYD_recal,all,cov95,0.963302752293578
Grocery,12,BTYD_recal,all,cov50,0.8492791612057667
Grocery,12,BTYD_recal,all,nMAE,0.5570824524312897
Grocery,12,BTYD_recal,x>0,CRPS,0.815341407249467
Grocery,12,BTYD_recal,x>0,pit_ks,0.02769544622368067
Grocery,12,BTYD_recal,x>0,cov95,0.9552238805970149
Grocery,12,BTYD_recal,x>0,cov50,0.7846481876332623
Grocery,12,BTYD_recal,x>0,nMAE,0.5460455037919827
Grocery,13,BTYD_raw,all,CRPS,0.5115667492627785
Grocery,13,BTYD_raw,all,pit_ks,0.037801305810133745
Grocery,13,BTYD_raw,all,cov95,0.9750982961992136
Grocery,13,BTYD_raw,all,cov50,0.8754914809960681
Grocery,13,BTYD_raw,all,nMAE,0.5603174603174603
Grocery,13,BTYD_raw,x>0,CRPS,0.7709571996228448
Grocery,13,BTYD_raw,x>0,pit_ks,0.05610767893334423
Grocery,13,BTYD_raw,x>0,cov95,0.9762931034482759
Grocery,13,BTYD_raw,x>0,cov50,0.8297413793103449
Grocery,13,BTYD_raw,x>0,nMAE,0.5439077936333698
Grocery,13,BTYD_recal,all,CRPS,0.5068195963302752
Grocery,13,BTYD_recal,all,pit_ks,0.043287034985354966
Grocery,13,BTYD_recal,all,cov95,0.9750982961992136
Grocery,13,BTYD_recal,all,cov50,0.8505897771952818
Grocery,13,BTYD_recal,all,nMAE,0.5555555555555556
Grocery,13,BTYD_recal,x>0,CRPS,0.7632423793103449
Grocery,13,BTYD_recal,x>0,pit_ks,0.05370913673455857
Grocery,13,BTYD_recal,x>0,cov95,0.9741379310344828
Grocery,13,BTYD_recal,x>0,cov50,0.7887931034482759
Grocery,13,BTYD_recal,x>0,nMAE,0.5389681668496157
Grocery,14,BTYD_raw,all,CRPS,0.48958239474115334
Grocery,14,BTYD_raw,all,pit_ks,0.02144805746605649
