dataset,seed,method,cond,metric,value
Grocery,14,BTYD_raw,all,cov95,0.9737876802096985
Grocery,14,BTYD_raw,all,cov50,0.8768020969855832
Grocery,14,BTYD_raw,all,nMAE,0.46110056925996207
Grocery,14,BTYD_raw,x>0,CRPS,0.7257808430989583
Grocery,14,BTYD_raw,x>0,pit_ks,0.04741509196595273
Grocery,14,BTYD_raw,x>0,cov95,0.975
Grocery,14,BTYD_raw,x>0,cov50,0.8333333333333334
Grocery,14,BTYD_raw,x>0,nMAE,0.4474708171206226
Grocery,14,BTYD_recal,all,CRPS,0.485938621231979
Grocery,14,BTYD_recal,all,pit_ks,0.024182604477619107
Grocery,14,BTYD_recal,all,cov95,0.9764089121887287
Grocery,14,BTYD_recal,all,cov50,0.8689384010484927
Grocery,14,BTYD_recal,all,nMAE,0.46204933586337754
Grocery,14,BTYD_recal,x>0,CRPS,0.7200289416666666
Grocery,14,BTYD_recal,x>0,pit_ks,0.02954339647705584
Grocery,14,BTYD_recal,x>0,cov95,0.9770833333333333
Grocery,14,BTYD_recal,x>0,cov50,0.8208333333333333
Grocery,14,BTYD_recal,x>0,nMAE,0.448443579766537
OnlineRetailII,0,BTYD_raw,all,CRPS,0.7752526798266167
OnlineRetailII,0,BTYD_raw,all,pit_ks,0.2105224078644471
OnlineRetailII,0,BTYD_raw,all,cov95,0.9901593252108716
OnlineRetailII,0,BTYD_raw,all,cov50,0.7975632614807873
OnlineRetailII,0,BTYD_raw,all,nMAE,0.8614301593182662
OnlineRetailII,0,BTYD_raw,x>0,CRPS,0.9841856120736575
OnlineRetailII,0,BTYD_raw,x>0,pit_ks,0.2221987980590171
OnlineRetailII,0,BTYD_raw,x>0,cov95,0.9854862119013063
OnlineRetailII,0,BTYD_raw,x>0,cov50,0.7089985486211902
OnlineRetailII,0,BTYD_raw,x>0,nMAE,0.7906595657517411
OnlineRetailII,0,BTYD_recal,all,CRPS,0.6381012183692596
OnlineRetailII,0,BTYD_recal,all,pit_ks,0.0546249929252724
OnlineRetailII,0,BTYD_recal,all,cov95,0.9779756326148079
OnlineRetailII,0,BTYD_recal,all,cov50,0.7497656982193065
OnlineRetailII,0,BTYD_recal,all,nMAE,0.6943312337902927
OnlineRetailII,0,BTYD_recal,x>0,CRPS,0.8298208534107402
OnlineRetailII,0,BTYD_recal,x>0,pit_ks,0.06092632529041159
OnlineRetailII,0,BTYD_recal,x>0,cov95,0.9724238026124818
OnlineRetailII,0,BTYD_recal,x>0,cov50,0.6981132075471698
OnlineRetailII,0,BTYD_recal,x>0,nMAE,0.65710774272839
OnlineRetailII,1,BTYD_raw,all,CRPS,0.7857914274835989
OnlineRetailII,1,BTYD_raw,all,pit_ks,0.2074528293949145
OnlineRetailII,1,BTYD_raw,all,cov95,0.9896907216494846
OnlineRetailII,1,BTYD_raw,all,cov50,0.7928772258669166
OnlineRetailII,1,BTYD_raw,all,nMAE,0.8954236006051437
OnlineRetailII,1,BTYD_raw,x>0,CRPS,0.9766358190271817
OnlineRetailII,1,BTYD_raw,x>0,pit_ks,0.2274710241125782
OnlineRetailII,1,BTYD_raw,x>0,cov95,0.9871244635193133
OnlineRetailII,1,BTYD_raw,x>0,cov50,0.7045779685264664
OnlineRetailII,1,BTYD_raw,x>0,nMAE,0.8225535489290213
OnlineRetailII,1,BTYD_recal,all,CRPS,0.6482235201499532
OnlineRetailII,1,BTYD_recal,all,pit_ks,0.04820326620522655
OnlineRetailII,1,BTYD_recal,all,cov95,0.9751640112464854
OnlineRetailII,1,BTYD_recal,all,cov50,0.7647610121836926
OnlineRetailII,1,BTYD_recal,all,nMAE,0.7136913767019667
OnlineRetailII,1,BTYD_recal,x>0,CRPS,0.8272598683834048
OnlineRetailII,1,BTYD_recal,x>0,pit_ks,0.07239609344963649
OnlineRetailII,1,BTYD_recal,x>0,cov95,0.9713876967095851
OnlineRetailII,1,BTYD_recal,x>0,cov50,0.7167381974248928
OnlineRetailII,1,BTYD_recal,x>0,nMAE,0.6799664006719864
OnlineRetailII,2,BTYD_raw,all,CRPS,0.7788139204545454
OnlineRetailII,2,BTYD_raw,all,pit_ks,0.21655789461978725
OnlineRetailII,2,BTYD_raw,all,cov95,0.9882849109653233
OnlineRetailII,2,BTYD_raw,all,cov50,0.796157450796626
OnlineRetailII,2,BTYD_raw,all,nMAE,0.8518317011244106
OnlineRetailII,2,BTYD_raw,x>0,CRPS,0.9765670873108789
OnlineRetailII,2,BTYD_raw,x>0,pit_ks,0.22035654108561908
OnlineRetailII,2,BTYD_raw,x>0,cov95,0.9834293948126801
OnlineRetailII,2,BTYD_raw,x>0,cov50,0.7082132564841499
OnlineRetailII,2,BTYD_raw,x>0,nMAE,0.7822061191626408
OnlineRetailII,2,BTYD_recal,all,CRPS,0.6450885810684162
OnlineRetailII,2,BTYD_recal,all,pit_ks,0.04846801780668075
OnlineRetailII,2,BTYD_recal,all,cov95,0.9807872539831303
OnlineRetailII,2,BTYD_recal,all,cov50,0.7994376757263355
OnlineRetailII,2,BTYD_recal,all,nMAE,0.6811751904243744
OnlineRetailII,2,BTYD_recal,x>0,CRPS,0.8281934034582134
OnlineRetailII,2,BTYD_recal,x>0,pit_ks,0.045485996079758895
OnlineRetailII,2,BTYD_recal,x>0,cov95,0.9769452449567724
OnlineRetailII,2,BTYD_recal,x>0,cov50,0.7622478386167147
OnlineRetailII,2,BTYD_recal,x>0,nMAE,0.6461352657004831
OnlineRetailII,3,BTYD_raw,all,CRPS,0.7691609250527179
OnlineRetailII,3,BTYD_raw,all,pit_ks,0.19936472882538225
OnlineRetailII,3,BTYD_raw,all,cov95,0.9896907216494846
OnlineRetailII,3,BTYD_raw,all,cov50,0.8050609184629803
OnlineRetailII,3,BTYD_raw,all,nMAE,0.8003133704735377
OnlineRetailII,3,BTYD_raw,x>0,CRPS,0.9772868495422271
OnlineRetailII,3,BTYD_raw,x>0,pit_ks,0.20237463802585215
OnlineRetailII,3,BTYD_raw,x>0,cov95,0.9850523168908819
OnlineRetailII,3,BTYD_raw,x>0,cov50,0.7152466367713004
OnlineRetailII,3,BTYD_raw,x>0,nMAE,0.7204342768514927
OnlineRetailII,3,BTYD_recal,all,CRPS,0.6454280862230554
OnlineRetailII,3,BTYD_recal,all,pit_ks,0.03138117761176129
OnlineRetailII,3,BTYD_recal,all,cov95,0.9723523898781631
OnlineRetailII,3,BTYD_recal,all,cov50,0.7685098406747891
OnlineRetailII,3,BTYD_recal,all,nMAE,0.6613857938718664
OnlineRetailII,3,BTYD_recal,x>0,CRPS,0.8417440597907325
OnlineRetailII,3,BTYD_recal,x>0,pit_ks,0.034750736042360175
OnlineRetailII,3,BTYD_recal,x>0,cov95,0.968609865470852
OnlineRetailII,3,BTYD_recal,x>0,cov50,0.7257100149476831
OnlineRetailII,3,BTYD_recal,x>0,nMAE,0.6209771229158589
OnlineRetailII,4,BTYD_raw,all,CRPS,0.8013757175492033
OnlineRetailII,4,BTYD_raw,all,pit_ks,0.22265324292157251
OnlineRetailII,4,BTYD_raw,all,cov95,0.9901593252108716
OnlineRetailII,4,BTYD_raw,all,cov50,0.7999062792877226
OnlineRetailII,4,BTYD_raw,all,nMAE,0.8266666666666667
OnlineRetailII,4,BTYD_raw,x>0,CRPS,1.0118626704545455
OnlineRetailII,4,BTYD_raw,x>0,pit_ks,0.2357184025958738
OnlineRetailII,4,BTYD_raw,x>0,cov95,0.9861818181818182
OnlineRetailII,4,BTYD_raw,x>0,cov50,0.7170909090909091
OnlineRetailII,4,BTYD_raw,x>0,nMAE,0.7618685909608811
OnlineRetailII,4,BTYD_recal,all,CRPS,0.6622282867853797
OnlineRetailII,4,BTYD_recal,all,pit_ks,0.026553698551402438
OnlineRetailII,4,BTYD_recal,all,cov95,0.9667291471415183
OnlineRetailII,4,BTYD_recal,all,cov50,0.7774133083411434
OnlineRetailII,4,BTYD_recal,all,nMAE,0.6523076923076923
OnlineRetailII,4,BTYD_recal,x>0,CRPS,0.8516522094545455
OnlineRetailII,4,BTYD_recal,x>0,pit_ks,0.030463160076095314
OnlineRetailII,4,BTYD_recal,x>0,cov95,0.9629090909090909
OnlineRetailII,4,BTYD_recal,x>0,cov50,0.7381818181818182
OnlineRetailII,4,BTYD_recal,x>0,nMAE,0.6122293961260918
OnlineRetailII,5,BTYD_raw,all,CRPS,0.7931396255564667
OnlineRetailII,5,BTYD_raw,all,pit_ks,0.22270905685725723
OnlineRetailII,5,BTYD_raw,all,cov95,0.9882849109653233
OnlineRetailII,5,BTYD_raw,all,cov50,0.7928772258669166
OnlineRetailII,5,BTYD_raw,all,nMAE,0.8175675675675675
OnlineRetailII,5,BTYD_raw,x>0,CRPS,0.998244067663434
OnlineRetailII,5,BTYD_raw,x>0,pit_ks,0.2363516531240233
OnlineRetailII,5,BTYD_raw,x>0,cov95,0.9849137931034483
OnlineRetailII,5,BTYD_raw,x>0,cov50,0.7061781609195402
OnlineRetailII,5,BTYD_raw,x>0,nMAE,0.7488540870893812
OnlineRetailII,5,BTYD_recal,all,CRPS,0.6669795745079663
OnlineRetailII,5,BTYD_recal,all,pit_ks,0.07757505003369758
OnlineRetailII,5,BTYD_recal,all,cov95,0.9803186504217432
OnlineRetailII,5,BTYD_recal,all,cov50,0.7628865979381443
OnlineRetailII,5,BTYD_recal,all,nMAE,0.6819126819126818
OnlineRetailII,5,BTYD_recal,x>0,CRPS,0.8580169109195401
OnlineRetailII,5,BTYD_recal,x>0,pit_ks,0.10144374085780378
OnlineRetailII,5,BTYD_recal,x>0,cov95,0.9741379310344828
OnlineRetailII,5,BTYD_recal,x>0,cov50,0.709051724137931
OnlineRetailII,5,BTYD_recal,x>0,nMAE,0.6447669977081741
OnlineRetailII,6,BTYD_raw,all,CRPS,0.7836608188847235
OnlineRetailII,6,BTYD_raw,all,pit_ks,0.2092352000902305
OnlineRetailII,6,BTYD_raw,all,cov95,0.9892221180880975
OnlineRetailII,6,BTYD_raw,all,cov50,0.788659793814433
OnlineRetailII,6,BTYD_raw,all,nMAE,0.819268635724332
OnlineRetailII,6,BTYD_raw,x>0,CRPS,0.9786923189252336
OnlineRetailII,6,BTYD_raw,x>0,pit_ks,0.2394927972293237
OnlineRetailII,6,BTYD_raw,x>0,cov95,0.9863407620416966
OnlineRetailII,6,BTYD_raw,x>0,cov50,0.702372393961179
OnlineRetailII,6,BTYD_raw,x>0,nMAE,0.7606048703849176
OnlineRetailII,6,BTYD_recal,all,CRPS,0.6518700974695407
OnlineRetailII,6,BTYD_recal,all,pit_ks,0.04782457704655274
OnlineRetailII,6,BTYD_recal,all,cov95,0.9817244611059044
OnlineRetailII,6,BTYD_recal,all,cov50,0.7699156513589503
OnlineRetailII,6,BTYD_recal,all,nMAE,0.6744022503516175
OnlineRetailII,6,BTYD_recal,x>0,CRPS,0.8247484744787923
OnlineRetailII,6,BTYD_recal,x>0,pit_ks,0.05583812991378245
OnlineRetailII,6,BTYD_recal,x>0,cov95,0.9798705966930266
OnlineRetailII,6,BTYD_recal,x>0,cov50,0.7318475916606758
OnlineRetailII,6,BTYD_recal,x>0,nMAE,0.6335428122545169
OnlineRetailII,7,BTYD_raw,all,CRPS,0.7559374633903468
OnlineRetailII,7,BTYD_raw,all,pit_ks,0.2125595144461268
OnlineRetailII,7,BTYD_raw,all,cov95,0.9925023430178069
OnlineRetailII,7,BTYD_raw,all,cov50,0.8074039362699157
OnlineRetailII,7,BTYD_raw,all,nMAE,0.8273787823550856
OnlineRetailII,7,BTYD_raw,x>0,CRPS,0.9603670038115356
OnlineRetailII,7,BTYD_raw,x>0,pit_ks,0.21532927593807416
OnlineRetailII,7,BTYD_raw,x>0,cov95,0.9897134459955915
OnlineRetailII,7,BTYD_raw,x>0,cov50,0.7171197648787656
OnlineRetailII,7,BTYD_raw,x>0,nMAE,0.7438926712054464
OnlineRetailII,7,BTYD_recal,all,CRPS,0.6264429128397376
OnlineRetailII,7,BTYD_recal,all,pit_ks,0.053594630451461844
OnlineRetailII,7,BTYD_recal,all,cov95,0.9850046860356139
OnlineRetailII,7,BTYD_recal,all,cov50,0.8158388003748829
OnlineRetailII,7,BTYD_recal,all,nMAE,0.6627779803135253
OnlineRetailII,7,BTYD_recal,x>0,CRPS,0.8220134900808229
OnlineRetailII,7,BTYD_recal,x>0,pit_ks,0.04408064245793919
OnlineRetailII,7,BTYD_recal,x>0,cov95,0.9794268919911829
OnlineRetailII,7,BTYD_recal,x>0,cov50,0.78104335047759
OnlineRetailII,7,BTYD_recal,x>0,nMAE,0.6263516219463355
OnlineRetailII,8,BTYD_raw,all,CRPS,0.7793393605025773
OnlineRetailII,8,BTYD_raw,all,pit_ks,0.20665120457829528
OnlineRetailII,8,BTYD_raw,all,cov95,0.9896907216494846
OnlineRetailII,8,BTYD_raw,all,cov50,0.8022492970946579
OnlineRetailII,8,BTYD_raw,all,nMAE,0.7877151535605805
OnlineRetailII,8,BTYD_raw,x>0,CRPS,0.9712242013639627
OnlineRetailII,8,BTYD_raw,x>0,pit_ks,0.2151249494711019
OnlineRetailII,8,BTYD_raw,x>0,cov95,0.9863603732950467
OnlineRetailII,8,BTYD_raw,x>0,cov50,0.7185929648241206
OnlineRetailII,8,BTYD_raw,x>0,nMAE,0.7156133828996283
OnlineRetailII,8,BTYD_recal,all,CRPS,0.6503921668228679
OnlineRetailII,8,BTYD_recal,all,pit_ks,0.026110500836657224
OnlineRetailII,8,BTYD_recal,all,cov95,0.9751640112464854
OnlineRetailII,8,BTYD_recal,all,cov50,0.7755388940955952
OnlineRetailII,8,BTYD_recal,all,nMAE,0.6402294971312859
OnlineRetailII,8,BTYD_recal,x>0,CRPS,0.831573254845657
OnlineRetailII,8,BTYD_recal,x>0,pit_ks,0.026294528617249235
OnlineRetailII,8,BTYD_recal,x>0,cov95,0.9698492462311558
OnlineRetailII,8,BTYD_recal,x>0,cov50,0.7329504666188084
OnlineRetailII,8,BTYD_recal,x>0,nMAE,0.6014869888475837
OnlineRetailII,9,BTYD_raw,all,CRPS,0.778457745138238
OnlineRetailII,9,BTYD_raw,all,pit_ks,0.20949530181300857
OnlineRetailII,9,BTYD_raw,all,cov95,0.9887535145267105
OnlineRetailII,9,BTYD_raw,all,cov50,0.802717900656045
OnlineRetailII,9,BTYD_raw,all,nMAE,0.815308988764045
OnlineRetailII,9,BTYD_raw,x>0,CRPS,0.9851525243858381
OnlineRetailII,9,BTYD_raw,x>0,pit_ks,0.22504108984499477
OnlineRetailII,9,BTYD_raw,x>0,cov95,0.9841040462427746
OnlineRetailII,9,BTYD_raw,x>0,cov50,0.7182080924855492
OnlineRetailII,9,BTYD_raw,x>0,nMAE,0.7383519445514055
OnlineRetailII,9,BTYD_recal,all,CRPS,0.6503494095595127
OnlineRetailII,9,BTYD_recal,all,pit_ks,0.032280416469635476
OnlineRetailII,9,BTYD_recal,all,cov95,0.9840674789128397
OnlineRetailII,9,BTYD_recal,all,cov50,0.7727272727272727
OnlineRetailII,9,BTYD_recal,all,nMAE,0.6643258426966292
OnlineRetailII,9,BTYD_recal,x>0,CRPS,0.848602421965318
OnlineRetailII,9,BTYD_recal,x>0,pit_ks,0.04482213850573069
OnlineRetailII,9,BTYD_recal,x>0,cov95,0.9797687861271677
OnlineRetailII,9,BTYD_recal,x>0,cov50,0.726878612716763
OnlineRetailII,9,BTYD_recal,x>0,nMAE,0.6299576434347324
OnlineRetailII,10,BTYD_raw,all,CRPS,0.7966010865745079
OnlineRetailII,10,BTYD_raw,all,pit_ks,0.211930649547254
OnlineRetailII,10,BTYD_raw,all,cov95,0.9910965323336457
OnlineRetailII,10,BTYD_raw,all,cov50,0.8008434864104967
OnlineRetailII,10,BTYD_raw,all,nMAE,0.8281410475864429
OnlineRetailII,10,BTYD_raw,x>0,CRPS,1.00957686087828
OnlineRetailII,10,BTYD_raw,x>0,pit_ks,0.21231408783596017
OnlineRetailII,10,BTYD_raw,x>0,cov95,0.9883381924198251
OnlineRetailII,10,BTYD_raw,x>0,cov50,0.7164723032069971
OnlineRetailII,10,BTYD_raw,x>0,nMAE,0.7498121712997746
OnlineRetailII,10,BTYD_recal,all,CRPS,0.6678212352389878
OnlineRetailII,10,BTYD_recal,all,pit_ks,0.05903571738441876
OnlineRetailII,10,BTYD_recal,all,cov95,0.9817244611059044
OnlineRetailII,10,BTYD_recal,all,cov50,0.7938144329896907
OnlineRetailII,10,BTYD_recal,all,nMAE,0.6621020198562135
OnlineRetailII,10,BTYD_recal,x>0,CRPS,0.8710090291545192
OnlineRetailII,10,BTYD_recal,x>0,pit_ks,0.05620689291705688
OnlineRetailII,10,BTYD_recal,x>0,cov95,0.9766763848396501
OnlineRetailII,10,BTYD_recal,x>0,cov50,0.7441690962099126
OnlineRetailII,10,BTYD_recal,x>0,nMAE,0.6250939143501127
OnlineRetailII,11,BTYD_raw,all,CRPS,0.788733049730553
OnlineRetailII,11,BTYD_raw,all,pit_ks,0.20784083355787197
OnlineRetailII,11,BTYD_raw,all,cov95,0.9864104967197751
OnlineRetailII,11,BTYD_raw,all,cov50,0.8055295220243673
OnlineRetailII,11,BTYD_raw,all,nMAE,0.8160506502395619
OnlineRetailII,11,BTYD_raw,x>0,CRPS,1.0052516720479703
OnlineRetailII,11,BTYD_raw,x>0,pit_ks,0.21694853325933883
OnlineRetailII,11,BTYD_raw,x>0,cov95,0.981549815498155
OnlineRetailII,11,BTYD_raw,x>0,cov50,0.7158671586715867
OnlineRetailII,11,BTYD_raw,x>0,nMAE,0.7420394238059136
OnlineRetailII,11,BTYD_recal,all,CRPS,0.660346228678538
OnlineRetailII,11,BTYD_recal,all,pit_ks,0.032589387593978836
OnlineRetailII,11,BTYD_recal,all,cov95,0.9807872539831303
OnlineRetailII,11,BTYD_recal,all,cov50,0.7642924086223055
OnlineRetailII,11,BTYD_recal,all,nMAE,0.6574264202600958
OnlineRetailII,11,BTYD_recal,x>0,CRPS,0.8644393977859779
OnlineRetailII,11,BTYD_recal,x>0,pit_ks,0.05371839800299
OnlineRetailII,11,BTYD_recal,x>0,cov95,0.9756457564575646
OnlineRetailII,11,BTYD_recal,x>0,cov50,0.7158671586715867
OnlineRetailII,11,BTYD_recal,x>0,nMAE,0.6167551175132676
OnlineRetailII,12,BTYD_raw,all,CRPS,0.7853247642338331
OnlineRetailII,12,BTYD_raw,all,pit_ks,0.20965759444190568
OnlineRetailII,12,BTYD_raw,all,cov95,0.9915651358950328
OnlineRetailII,12,BTYD_raw,all,cov50,0.796157450796626
OnlineRetailII,12,BTYD_raw,all,nMAE,0.8116166839021026
OnlineRetailII,12,BTYD_raw,x>0,CRPS,1.002757890513552
OnlineRetailII,12,BTYD_raw,x>0,pit_ks,0.22465978231221717
OnlineRetailII,12,BTYD_raw,x>0,cov95,0.9871611982881597
OnlineRetailII,12,BTYD_raw,x>0,cov50,0.7061340941512125
OnlineRetailII,12,BTYD_raw,x>0,nMAE,0.751122754491018
OnlineRetailII,12,BTYD_recal,all,CRPS,0.6574766972820993
OnlineRetailII,12,BTYD_recal,all,pit_ks,0.043397014622195196
OnlineRetailII,12,BTYD_recal,all,cov95,0.9798500468603561
OnlineRetailII,12,BTYD_recal,all,cov50,0.7839737582005624
OnlineRetailII,12,BTYD_recal,all,nMAE,0.6614960358497071
OnlineRetailII,12,BTYD_recal,x>0,CRPS,0.8641444564907277
OnlineRetailII,12,BTYD_recal,x>0,pit_ks,0.07026189379628953
OnlineRetailII,12,BTYD_recal,x>0,cov95,0.9721825962910129
OnlineRetailII,12,BTYD_recal,x>0,cov50,0.7368045649072753
OnlineRetailII,12,BTYD_recal,x>0,nMAE,0.6309880239520959
OnlineRetailII,13,BTYD_raw,all,CRPS,0.7543648225164011
OnlineRetailII,13,BTYD_raw,all,pit_ks,0.2283482790799617
OnlineRetailII,13,BTYD_raw,all,cov95,0.9920337394564198
OnlineRetailII,13,BTYD_raw,all,cov50,0.7914714151827554
OnlineRetailII,13,BTYD_raw,all,nMAE,0.8624577226606538
OnlineRetailII,13,BTYD_raw,x>0,CRPS,0.9416429294883467
OnlineRetailII,13,BTYD_raw,x>0,pit_ks,0.22135478524978047
OnlineRetailII,13,BTYD_raw,x>0,cov95,0.9905316824471959
OnlineRetailII,13,BTYD_raw,x>0,cov50,0.6999271667880553
OnlineRetailII,13,BTYD_raw,x>0,nMAE,0.7873055905842792
OnlineRetailII,13,BTYD_recal,all,CRPS,0.6149615988753514
OnlineRetailII,13,BTYD_recal,all,pit_ks,0.01445027455864073
OnlineRetailII,13,BTYD_recal,all,cov95,0.9864104967197751
OnlineRetailII,13,BTYD_recal,all,cov50,0.7802249297094658
OnlineRetailII,13,BTYD_recal,all,nMAE,0.6771890266816986
OnlineRetailII,13,BTYD_recal,x>0,CRPS,0.7847187764020395
OnlineRetailII,13,BTYD_recal,x>0,pit_ks,0.019901097422396874
OnlineRetailII,13,BTYD_recal,x>0,cov95,0.9839766933721777
OnlineRetailII,13,BTYD_recal,x>0,cov50,0.7428987618353969
OnlineRetailII,13,BTYD_recal,x>0,nMAE,0.6372425388818832
OnlineRetailII,14,BTYD_raw,all,CRPS,0.7768752013530928
OnlineRetailII,14,BTYD_raw,all,pit_ks,0.20518910511281374
OnlineRetailII,14,BTYD_raw,all,cov95,0.9925023430178069
OnlineRetailII,14,BTYD_raw,all,cov50,0.796157450796626
OnlineRetailII,14,BTYD_raw,all,nMAE,0.8256059009483666
OnlineRetailII,14,BTYD_raw,x>0,CRPS,0.9790801711309522
OnlineRetailII,14,BTYD_raw,x>0,pit_ks,0.2204777365252812
OnlineRetailII,14,BTYD_raw,x>0,cov95,0.98989898989899
OnlineRetailII,14,BTYD_raw,x>0,cov50,0.7113997113997114
OnlineRetailII,14,BTYD_raw,x>0,nMAE,0.7599221789883269
OnlineRetailII,14,BTYD_recal,all,CRPS,0.6482961330834115
OnlineRetailII,14,BTYD_recal,all,pit_ks,0.05680311990263648
OnlineRetailII,14,BTYD_recal,all,cov95,0.9807872539831303
OnlineRetailII,14,BTYD_recal,all,cov50,0.788191190253046
OnlineRetailII,14,BTYD_recal,all,nMAE,0.6719353705655076
OnlineRetailII,14,BTYD_recal,x>0,CRPS,0.8316229119769121
OnlineRetailII,14,BTYD_recal,x>0,pit_ks,0.06814822367689283
OnlineRetailII,14,BTYD_recal,x>0,cov95,0.9783549783549783
OnlineRetailII,14,BTYD_recal,x>0,cov50,0.7474747474747475
OnlineRetailII,14,BTYD_recal,x>0,nMAE,0.633852140077821
Olist,0,BTYD_raw,all,CRPS,0.01654346139591999
Olist,0,BTYD_raw,all,pit_ks,0.008254338438405728
Olist,0,BTYD_raw,all,cov95,0.9860164616337729
Olist,0,BTYD_raw,all,cov50,0.9842463934861492
Olist,0,BTYD_raw,all,nMAE,1.0
Olist,0,BTYD_raw,x>0,CRPS,0.07821192052980132
Olist,0,BTYD_raw,x>0,pit_ks,0.07659469373790295
Olist,0,BTYD_raw,x>0,cov95,0.9867549668874173
Olist,0,BTYD_raw,x>0,cov50,0.9403973509933775
Olist,0,BTYD_raw,x>0,nMAE,1.0
Olist,0,BTYD_recal,all,CRPS,0.016625094610142492
Olist,0,BTYD_recal,all,pit_ks,0.008120547958489599
Olist,0,BTYD_recal,all,cov95,0.9883175502256837
Olist,0,BTYD_recal,all,cov50,0.9842463934861492
Olist,0,BTYD_recal,all,nMAE,1.0
Olist,0,BTYD_recal,x>0,CRPS,0.0772268344370861
Olist,0,BTYD_recal,x>0,pit_ks,0.06921035034160242
Olist,0,BTYD_recal,x>0,cov95,0.9867549668874173
Olist,0,BTYD_recal,x>0,cov50,0.9403973509933775
Olist,0,BTYD_recal,x>0,nMAE,1.0
Olist,1,BTYD_raw,all,CRPS,0.017928079918576863
Olist,1,BTYD_raw,all,pit_ks,0.010390273278836348
Olist,1,BTYD_raw,all,cov95,0.9846889105230552
Olist,1,BTYD_raw,all,cov50,0.9837153730418621
Olist,1,BTYD_raw,all,nMAE,1.0
Olist,1,BTYD_raw,x>0,CRPS,0.1312289870689655
Olist,1,BTYD_raw,x>0,pit_ks,0.07904276843345087
Olist,1,BTYD_raw,x>0,cov95,0.9586206896551724
Olist,1,BTYD_raw,x>0,cov50,0.9241379310344827
Olist,1,BTYD_raw,x>0,nMAE,1.0
Olist,1,BTYD_recal,all,CRPS,0.017952554385343836
Olist,1,BTYD_recal,all,pit_ks,0.009364471840420552
Olist,1,BTYD_recal,all,cov95,0.9874325161518719
Olist,1,BTYD_recal,all,cov50,0.9837153730418621
Olist,1,BTYD_recal,all,nMAE,1.0
Olist,1,BTYD_recal,x>0,CRPS,0.13023577931034483
Olist,1,BTYD_recal,x>0,pit_ks,0.08066045200278416
Olist,1,BTYD_recal,x>0,cov95,0.9655172413793104
Olist,1,BTYD_recal,x>0,cov50,0.9241379310344827
Olist,1,BTYD_recal,x>0,nMAE,1.0
Olist,2,BTYD_raw,all,CRPS,0.015770318446322682
Olist,2,BTYD_raw,all,pit_ks,0.008006328058203893
Olist,2,BTYD_raw,all,cov95,0.9857509514116294
Olist,2,BTYD_raw,all,cov50,0.9848659173378175
Olist,2,BTYD_raw,all,nMAE,1.0
Olist,2,BTYD_raw,x>0,CRPS,0.05288734702797202
Olist,2,BTYD_raw,x>0,pit_ks,0.08186850142256297
Olist,2,BTYD_raw,x>0,cov95,0.993006993006993
Olist,2,BTYD_raw,x>0,cov50,0.958041958041958
Olist,2,BTYD_raw,x>0,nMAE,1.0
Olist,2,BTYD_recal,all,CRPS,0.015840057704221613
Olist,2,BTYD_recal,all,pit_ks,0.008570769203089745
Olist,2,BTYD_recal,all,cov95,0.9884060536330649
Olist,2,BTYD_recal,all,cov50,0.9848659173378175
Olist,2,BTYD_recal,all,nMAE,1.0
Olist,2,BTYD_recal,x>0,CRPS,0.052688475524475524
Olist,2,BTYD_recal,x>0,pit_ks,0.07346469681717349
Olist,2,BTYD_recal,x>0,cov95,0.993006993006993
Olist,2,BTYD_recal,x>0,cov50,0.958041958041958
Olist,2,BTYD_recal,x>0,nMAE,1.0
Olist,3,BTYD_raw,all,CRPS,0.01652044013850783
Olist,3,BTYD_raw,all,pit_ks,0.009572756520112358
Olist,3,BTYD_raw,all,cov95,0.9860164616337729
Olist,3,BTYD_raw,all,cov50,0.9846889105230552
Olist,3,BTYD_raw,all,nMAE,1.0
Olist,3,BTYD_raw,x>0,CRPS,0.09915064761513158
Olist,3,BTYD_raw,x>0,pit_ks,0.04769411166353732
Olist,3,BTYD_raw,x>0,cov95,0.9736842105263158
Olist,3,BTYD_raw,x>0,cov50,0.9276315789473685
Olist,3,BTYD_raw,x>0,nMAE,1.0
Olist,3,BTYD_recal,all,CRPS,0.016525517656429775
Olist,3,BTYD_recal,all,pit_ks,0.009509995081902423
Olist,3,BTYD_recal,all,cov95,0.9860164616337729
Olist,3,BTYD_recal,all,cov50,0.9846889105230552
Olist,3,BTYD_recal,all,nMAE,1.0
Olist,3,BTYD_recal,x>0,CRPS,0.09942194736842105
Olist,3,BTYD_recal,x>0,pit_ks,0.045448345219814335
Olist,3,BTYD_recal,x>0,cov95,0.9736842105263158
Olist,3,BTYD_recal,x>0,cov50,0.9276315789473685
Olist,3,BTYD_recal,x>0,nMAE,1.0
Olist,4,BTYD_raw,all,CRPS,0.017428488555403132
Olist,4,BTYD_raw,all,pit_ks,0.007646148217565596
Olist,4,BTYD_raw,all,cov95,0.984600407115674
Olist,4,BTYD_raw,all,cov50,0.9837153730418621
Olist,4,BTYD_raw,all,nMAE,1.0
Olist,4,BTYD_raw,x>0,CRPS,0.06533583263422818
Olist,4,BTYD_raw,x>0,pit_ks,0.06160882315026622
Olist,4,BTYD_raw,x>0,cov95,0.9798657718120806
Olist,4,BTYD_raw,x>0,cov50,0.9530201342281879
Olist,4,BTYD_raw,x>0,nMAE,1.0
