N,T,rep,horizon,method,cond,n_active,pct_active,E_lambda,E_mu,CV_lambda,CV_mu,nMAE,nRMSE,nMdAE,CRPS,cov50,cov80,cov95,sharpness_std,pit_ks
100,26,0,13,MCMC,all,15,0.15,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.7380952380952381,2.142857142857143,0.0,0.24858218750000002,0.89,0.93,0.98,0.6426864601624365,0.0746318007193334
100,26,0,13,MCMC,active,15,0.15,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.5476190476190477,0.7319250547114,0.35714285714285715,1.2248641666666666,0.4666666666666667,0.6,0.8666666666666667,1.6740896634433893,0.3302689615120433
100,26,0,13,MLE_plugin,all,15,0.15,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.75,2.1593282318115543,0.0,0.24648931249999997,0.89,0.94,0.97,0.6225755954014296,0.0764816931647535
100,26,0,13,MLE_plugin,active,15,0.15,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.5595238095238095,0.7391505512512089,0.35714285714285715,1.2369875000000001,0.4666666666666667,0.6666666666666666,0.8,1.64613860967408,0.3158263078715762
100,26,0,13,heuristic,all,15,0.15,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,1.0238095238095237,2.3206653201926106,0.0,0.43,0.75,0.75,0.75,0.0,0.18
100,26,0,13,heuristic,active,15,0.15,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.5,0.6321865736834169,0.35714285714285715,1.4,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.4262292084763656
100,26,0,26,MCMC,all,20,0.2,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.6862745098039215,1.8288978535468263,0.0,0.5090599375,0.84,0.89,0.98,1.0682657647103238,0.057351421071526465
100,26,0,26,MCMC,active,20,0.2,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.5784313725490197,0.7732056530639355,0.4901960784313726,2.11790375,0.3,0.45,0.9,2.485931674469893,0.47725528266124984
100,26,0,26,MLE_plugin,all,20,0.2,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.6568627450980392,1.8419896302015621,0.0,0.497455375,0.85,0.9,0.97,1.0438633220870215,0.05324538330055639
100,26,0,26,MLE_plugin,active,20,0.2,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.5686274509803921,0.7843137254901962,0.3921568627450981,2.0936990625,0.35,0.5,0.85,2.504789835549764,0.5075135988148091
100,26,0,26,heuristic,all,20,0.2,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.6862745098039215,1.6049711317396962,0.0,0.7,0.71,0.71,0.71,0.0,0.16
100,26,0,26,heuristic,active,20,0.2,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.4019607843137255,0.5563239591808278,0.19607843137254904,2.05,0.15,0.15,0.15,0.0,0.6
100,26,0,52,MCMC,all,26,0.26,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.6729857819905213,1.8449963658598796,0.0,1.0356289374999998,0.78,0.9,0.96,1.9173571675433345,0.058082823243452486
100,26,0,52,MCMC,active,26,0.26,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.5829383886255924,0.9017825362985654,0.3696682464454977,3.393321153846153,0.2692307692307692,0.6153846153846154,0.8461538461538461,3.876441986492168,0.5066770277030623
100,26,0,52,MLE_plugin,all,26,0.26,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.6469194312796209,1.877429395049977,0.0,1.0136499999999997,0.77,0.89,0.95,1.867046643155344,0.06940361085900293
100,26,0,52,MLE_plugin,active,26,0.26,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.556872037914692,0.9190219932336109,0.3696682464454977,3.356418509615384,0.23076923076923078,0.5769230769230769,0.8076923076923077,3.9064902157484713,0.516979626681006
100,26,0,52,heuristic,all,26,0.26,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.6682464454976303,1.5596666039719749,0.0,1.41,0.65,0.65,0.65,0.0,0.17000000000000004
100,26,0,52,heuristic,active,26,0.26,0.0831055959688779,0.1750201710125386,1.9714277776503368,1.918189625633362,0.4170616113744076,0.6273850518814374,0.24644549763033177,3.3846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.6538461538461539
100,26,1,13,MCMC,all,21,0.21,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.7704918032786885,2.0409671472112674,0.0,0.38641337500000006,0.86,0.87,0.95,0.6675500731126095,0.07419678019568643
100,26,1,13,MCMC,active,21,0.21,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.5573770491803279,0.7047273855804812,0.3442622950819672,1.3177913690476188,0.42857142857142855,0.47619047619047616,0.8095238095238095,1.2571263693019537,0.4312262655194602
100,26,1,13,MLE_plugin,all,21,0.21,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.7868852459016393,2.1121473322500206,0.0,0.38254599999999994,0.86,0.87,0.96,0.6312681540172883,0.07697142650737032
100,26,1,13,MLE_plugin,active,21,0.21,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.5737704918032788,0.7474762698477375,0.3442622950819672,1.3248636904761903,0.42857142857142855,0.47619047619047616,0.8571428571428571,1.2300604108291573,0.4449702075587396
100,26,1,13,heuristic,all,21,0.21,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.8852459016393444,2.187158043299399,0.0,0.54,0.71,0.71,0.71,0.0,0.1736966619684022
100,26,1,13,heuristic,active,21,0.21,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.49180327868852464,0.6549175198504321,0.3442622950819672,1.4285714285714286,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.0,0.5714285714285714
100,26,1,26,MCMC,all,25,0.25,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.8281250000000001,2.1124270615284635,0.0,0.6087080625,0.82,0.86,0.96,1.1100893628595814,0.06271892019752628
100,26,1,26,MCMC,active,25,0.25,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.765625,1.0432930012505277,0.5208333333333334,2.21944175,0.32,0.44,0.84,2.268887482059073,0.36669066934768124
100,26,1,26,MLE_plugin,all,25,0.25,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.8697916666666666,2.1955457196206245,0.0,0.6292463125,0.82,0.88,0.95,1.0569819491892956,0.06295716968654175
100,26,1,26,MLE_plugin,active,25,0.25,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.8072916666666667,1.087843675739866,0.5208333333333334,2.3167704999999996,0.32,0.52,0.8,2.1695204686815375,0.37058086572577276
100,26,1,26,heuristic,all,25,0.25,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,1.0729166666666667,2.694274407578659,0.0,1.03,0.66,0.66,0.66,0.0,0.19369666196840218
100,26,1,26,heuristic,active,25,0.25,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.8854166666666666,1.3083184049042158,0.5208333333333334,3.4,0.04,0.04,0.04,0.0,0.6
100,26,1,52,MCMC,all,31,0.31,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.9051724137931034,2.0659700537952514,0.0,1.1341603750000002,0.71,0.86,0.96,2.00901433299644,0.07413139477568531
100,26,1,52,MCMC,active,31,0.31,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.8304597701149424,1.1336962592995743,0.5344827586206896,3.2815340725806452,0.16129032258064516,0.5483870967741935,0.8709677419354839,3.6034810944386044,0.429183820661184
100,26,1,52,MLE_plugin,all,31,0.31,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.9252873563218391,2.198228907920147,0.0,1.183997125,0.73,0.84,0.94,1.9078983014846798,0.07710157994198663
100,26,1,52,MLE_plugin,active,31,0.31,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.8563218390804598,1.2104627116184896,0.5344827586206896,3.4736921370967737,0.16129032258064516,0.5161290322580645,0.8064516129032258,3.415992813157684,0.4539616005416917
100,26,1,52,heuristic,all,31,0.31,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,1.160919540229885,2.810809025433904,0.0,2.02,0.6,0.6,0.6,0.0,0.24016471806004247
100,26,1,52,heuristic,active,31,0.31,0.0781110825770495,0.10459529338839024,1.8470787289525985,2.464660361649605,0.9770114942528735,1.5252314864734133,0.5344827586206896,5.483870967741935,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.6774193548387097
100,26,2,13,MCMC,all,20,0.2,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.689655172413793,2.486587086526889,0.0,0.392632375,0.88,0.93,0.98,0.7190638068732382,0.10064186188554403
100,26,2,13,MCMC,active,20,0.2,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.6896551724137931,1.112035551489455,0.3448275862068966,1.9124921875000003,0.4,0.65,0.9,2.2642897153443022,0.46424433014028127
100,26,2,13,MLE_plugin,all,20,0.2,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.7586206896551725,2.925959094565024,0.0,0.415012625,0.87,0.92,0.95,0.6665617645994218,0.11725611392350144
100,26,2,13,MLE_plugin,active,20,0.2,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.7586206896551725,1.308528686966226,0.4597701149425288,2.0422728125000003,0.35,0.6,0.75,2.150098410367826,0.4915705108958207
100,26,2,13,heuristic,all,20,0.2,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.7586206896551725,1.6336402762703328,0.0,0.66,0.69,0.69,0.69,0.0,0.22261811472971266
100,26,2,13,heuristic,active,20,0.2,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.35632183908045983,0.49036158638394356,0.2298850574712644,1.55,0.25,0.25,0.25,0.0,0.44999999999999996
100,26,2,26,MCMC,all,21,0.21,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.6993006993006994,2.6938965432528983,0.0,0.6651204999999999,0.86,0.94,0.97,1.2289740213340863,0.10172756612461287
100,26,2,26,MCMC,active,21,0.21,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.6993006993006993,1.2344984823836287,0.4405594405594406,3.085457738095238,0.3333333333333333,0.7142857142857143,0.8571428571428571,3.7916310027696523,0.4402483572342728
100,26,2,26,MLE_plugin,all,21,0.21,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.7832167832167833,3.0577917635070557,0.0,0.7442810625,0.85,0.91,0.96,1.0778651342368317,0.12668344219507477
100,26,2,26,MLE_plugin,active,21,0.21,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.7832167832167832,1.401256221568359,0.2937062937062937,3.4941386904761904,0.2857142857142857,0.5714285714285714,0.8095238095238095,3.4420161778037093,0.49642397942194105
100,26,2,26,heuristic,all,21,0.21,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.8811188811188811,1.9976023576343636,0.0,1.26,0.69,0.69,0.69,0.0,0.22261811472971266
100,26,2,26,heuristic,active,21,0.21,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.44755244755244755,0.6425199789278414,0.14685314685314685,3.0476190476190474,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.0,0.4285714285714286
100,26,2,52,MCMC,all,25,0.25,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.7958477508650518,3.1800042161627773,0.0,1.5951348125000002,0.81,0.83,0.95,2.0459537068545877,0.13214998018057356
100,26,2,52,MCMC,active,25,0.25,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.7958477508650518,1.5900021080813886,0.25951557093425603,6.2799475,0.24,0.32,0.8,5.654968250107045,0.5428065690480741
100,26,2,52,MLE_plugin,all,25,0.25,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.8858131487889274,3.4791867045673137,0.0,1.8310089999999999,0.8,0.83,0.93,1.6426192529860004,0.14896722082388403
100,26,2,52,MLE_plugin,active,25,0.25,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.8858131487889274,1.7395933522836569,0.25951557093425603,7.271102249999999,0.2,0.32,0.72,4.682992436612278,0.6079176661701365
100,26,2,52,heuristic,all,25,0.25,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.8858131487889274,1.9991497336545727,0.0,2.56,0.63,0.63,0.63,0.0,0.232330231849245
100,26,2,52,heuristic,active,25,0.25,0.1796831596206278,0.13426945306259674,2.0487290778987606,1.87748129455126,0.4602076124567474,0.7181493972497321,0.17301038062283736,5.32,0.12,0.12,0.12,0.0,0.56
100,26,3,13,MCMC,all,26,0.26,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.5444444444444444,1.2813958438523108,0.0,0.3390937499999999,0.89,0.98,1.0,0.9719417121684398,0.0698369606435596
100,26,3,13,MCMC,active,26,0.26,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.4666666666666667,0.620632890834175,0.28888888888888886,1.0653858173076922,0.6153846153846154,0.9230769230769231,1.0,2.009984706761806,0.2942261398262614
100,26,3,13,MLE_plugin,all,26,0.26,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.5555555555555556,1.286204100310025,0.0,0.3379059374999999,0.91,0.97,0.99,0.9191482664672644,0.05027329567654781
100,26,3,13,MLE_plugin,active,26,0.26,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.45555555555555555,0.6180415104521502,0.28888888888888886,1.0518129807692307,0.6923076923076923,0.9230769230769231,0.9615384615384616,1.979965806253469,0.26353790451969195
100,26,3,13,heuristic,all,26,0.26,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.5888888888888889,1.2717247935843996,0.0,0.53,0.68,0.68,0.68,0.0,0.23081447467847838
100,26,3,13,heuristic,active,26,0.26,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.3888888888888889,0.563717817509592,0.28888888888888886,1.3461538461538463,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.0,0.34615384615384615
100,26,3,26,MCMC,all,33,0.33,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.5145348837209303,1.0973596562893533,0.0,0.59173975,0.87,0.97,1.0,1.6310066916853778,0.11765411578665541
100,26,3,26,MCMC,active,33,0.33,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.4651162790697675,0.6194521210170792,0.38372093023255816,1.5605018939393938,0.6363636363636364,0.9090909090909091,1.0,3.095948089678664,0.23520471026829787
100,26,3,26,MLE_plugin,all,33,0.33,0.06969402924459839,0.04952240852097495,2.0144791561750655,2.0841812709039162,0.5058139534883721,1.1077069118173053,0.0,0.5981108124999999,0.82,0.96,1.0,1.53256067059266,0.08190744389762872
