k,rep,model,cond,n,pit_ks,CRPS,cov50,cov95,mean_true,mean_pred,k_hat,E_lambda_true,E_lambda_pnbd,E_lambda_ggg
2.0,0,GGG,xcal_pos,430,0.07238896279547535,0.9148852002201735,0.7883720930232558,0.9883720930232558,3.3372093023255816,3.05,1.900868747399252,0.16502726377152727,0.13121829006862293,0.1467543275737771
2.0,1,PNBD,all,800,0.04089892640342507,0.5570194526627219,0.8575,0.9925,1.77,1.52125,2.0676720283921552,0.13473396049907152,0.10617964287167858,0.13434315532010274
2.0,1,PNBD,xcal_pos,498,0.05569640831543621,0.8477378151659896,0.8072289156626506,0.9939759036144579,2.7951807228915664,2.4437751004016066,2.0676720283921552,0.13473396049907152,0.10617964287167858,0.13434315532010274
2.0,1,GGG,all,800,0.01999145067983521,0.5412468565088758,0.82,0.98,1.77,1.65,2.0676720283921552,0.13473396049907152,0.10617964287167858,0.13434315532010274
2.0,1,GGG,xcal_pos,498,0.028589414730282037,0.8231403721394454,0.7469879518072289,0.9779116465863453,2.7951807228915664,2.6506024096385543,2.0676720283921552,0.13473396049907152,0.10617964287167858,0.13434315532010274
2.0,2,PNBD,all,800,0.019762931871824208,0.2138312130177515,0.9625,0.9975,0.545,0.5425,2.0346957410962325,0.2277518714706036,0.2041543916358774,0.24955288702655934
2.0,2,PNBD,xcal_pos,314,0.06700678342379673,0.5414426845814646,0.9076433121019108,0.9968152866242038,1.3853503184713376,1.3821656050955413,2.0346957410962325,0.2277518714706036,0.2041543916358774,0.24955288702655934
2.0,2,GGG,all,800,0.01926688187619849,0.21467564718934912,0.96125,0.995,0.545,0.590625,2.0346957410962325,0.2277518714706036,0.2041543916358774,0.24955288702655934
2.0,2,GGG,xcal_pos,314,0.0441350154119462,0.5437016168544831,0.9044585987261147,0.9904458598726115,1.3853503184713376,1.5047770700636942,2.0346957410962325,0.2277518714706036,0.2041543916358774,0.24955288702655934
2.0,3,PNBD,all,800,0.020415456274734622,0.37844123520710055,0.89625,0.99125,1.365,1.163125,2.1000901458629393,0.10892594991236643,0.09135140760033793,0.11201279453726291
2.0,3,PNBD,xcal_pos,326,0.05562750428980939,0.852314544233492,0.8190184049079755,0.99079754601227,3.2699386503067487,2.854294478527607,2.1000901458629393,0.10892594991236643,0.09135140760033793,0.11201279453726291
2.0,3,GGG,all,800,0.015744553899625924,0.367439275147929,0.87375,0.98,1.365,1.220625,2.1000901458629393,0.10892594991236643,0.09135140760033793,0.11201279453726291
2.0,3,GGG,xcal_pos,326,0.03740515046919968,0.8247227465785748,0.7638036809815951,0.9754601226993865,3.2699386503067487,2.995398773006135,2.1000901458629393,0.10892594991236643,0.09135140760033793,0.11201279453726291
2.0,4,PNBD,all,800,0.041753917542740604,0.44039487795857984,0.89125,0.99,1.4375,1.34,2.059143871772266,0.17804060330196603,0.12917743500097376,0.1618586582514005
