k,rep,model,cond,n,pit_ks,CRPS,cov50,cov95,mean_true,mean_pred,k_hat,E_lambda_true,E_lambda_pnbd,E_lambda_ggg
2.0,4,PNBD,xcal_pos,414,0.057389469227163814,0.8151422833947918,0.821256038647343,0.9903381642512077,2.741545893719807,2.5893719806763285,2.059143871772266,0.17804060330196603,0.12917743500097376,0.1618586582514005
2.0,4,GGG,all,800,0.023698887303913896,0.4318249630177515,0.87375,0.9875,1.4375,1.403125,2.059143871772266,0.17804060330196603,0.12917743500097376,0.1618586582514005
2.0,4,GGG,xcal_pos,414,0.05416968635374653,0.7993080210387903,0.7874396135265701,0.9855072463768116,2.741545893719807,2.7113526570048307,2.059143871772266,0.17804060330196603,0.12917743500097376,0.1618586582514005
2.0,5,PNBD,all,800,0.04029117585241482,0.5609243713017752,0.8725,0.9875,2.10375,1.8875,2.053907708930746,0.19354940044278957,0.1615370417095675,0.19356585270890267
2.0,5,PNBD,xcal_pos,439,0.07904291615459935,0.9656130460567994,0.8177676537585421,0.9886104783599089,3.774487471526196,3.439635535307517,2.053907708930746,0.19354940044278957,0.1615370417095675,0.19356585270890267
2.0,5,GGG,all,800,0.028782063552230508,0.5303046227810652,0.8575,0.98125,2.10375,1.98625,2.053907708930746,0.19354940044278957,0.1615370417095675,0.19356585270890267
2.0,5,GGG,xcal_pos,439,0.06210339285088412,0.9095911229124827,0.7904328018223234,0.9840546697038725,3.774487471526196,3.6195899772209565,2.053907708930746,0.19354940044278957,0.1615370417095675,0.19356585270890267
2.0,6,PNBD,all,800,0.048004860862988774,0.49504424926035495,0.8975,0.9975,1.6425,1.658125,1.9652131131768096,0.22439527316729602,0.18227525032881742,0.21431953030187287
2.0,6,PNBD,xcal_pos,453,0.031150838486583038,0.8627532426819232,0.8300220750551877,0.9977924944812362,2.88962472406181,2.9282560706401766,1.9652131131768096,0.22439527316729602,0.18227525032881742,0.21431953030187287
2.0,6,GGG,all,800,0.04364618436468126,0.4859851886094675,0.88375,0.99125,1.6425,1.74125,1.9652131131768096,0.22439527316729602,0.18227525032881742,0.21431953030187287
2.0,6,GGG,xcal_pos,453,0.024754274801153664,0.8470776676202045,0.8057395143487859,0.9845474613686535,2.88962472406181,3.075055187637969,1.9652131131768096,0.22439527316729602,0.18227525032881742,0.21431953030187287
2.0,7,PNBD,all,800,0.029572547072359734,0.5920783653846153,0.88125,0.99375,2.06,1.8575,1.9940790391658316,0.20197437635590515,0.16618731568037626,0.19987586583673275
2.0,7,PNBD,xcal_pos,484,0.049392304127029996,0.9539561531126217,0.8264462809917356,0.9917355371900827,3.3801652892561984,3.0702479338842976,1.9940790391658316,0.20197437635590515,0.16618731568037626,0.19987586583673275
2.0,7,GGG,all,800,0.015643822747663072,0.5518982618343196,0.86,0.98875,2.06,2.014375,1.9940790391658316,0.20197437635590515,0.16618731568037626,0.19987586583673275
2.0,7,GGG,xcal_pos,484,0.025543191471668114,0.887965731820627,0.7913223140495868,0.9834710743801653,3.3801652892561984,3.3295454545454546,1.9940790391658316,0.20197437635590515,0.16618731568037626,0.19987586583673275
2.0,8,PNBD,all,800,0.012151209640633154,0.14027022928994082,0.97625,0.995,0.4725,0.409375,1.8958042180657717,0.22903150206773554,0.18470201060101377,0.23134360350322894
2.0,8,PNBD,xcal_pos,327,0.04462580559673546,0.33413771420299293,0.9510703363914373,0.9969418960244648,1.146788990825688,1.0015290519877675,1.8958042180657717,0.22903150206773554,0.18470201060101377,0.23134360350322894
2.0,8,GGG,all,800,0.015653538777334552,0.13508071375739644,0.97,0.99375,0.4725,0.46,1.8958042180657717,0.22903150206773554,0.18470201060101377,0.23134360350322894
2.0,8,GGG,xcal_pos,327,0.04133093874437521,0.32137003962868466,0.9357798165137615,0.9938837920489296,1.146788990825688,1.1253822629969419,1.8958042180657717,0.22903150206773554,0.18470201060101377,0.23134360350322894
2.0,9,PNBD,all,800,0.034100980963714056,0.16722320636094673,0.95375,0.99375,0.3725,0.264375,1.9320496831316725,0.09239155114183953,0.05413903936903532,0.08298711680832588
2.0,9,PNBD,xcal_pos,254,0.05492762486412564,0.5064385221078135,0.8700787401574803,0.9921259842519685,1.1535433070866141,0.8326771653543307,1.9320496831316725,0.09239155114183953,0.05413903936903532,0.08298711680832588
2.0,9,GGG,all,800,0.029627260535550204,0.15552679363905328,0.9475,0.9925,0.3725,0.27625,1.9320496831316725,0.09239155114183953,0.05413903936903532,0.08298711680832588
2.0,9,GGG,xcal_pos,254,0.05650795691371158,0.4699789754461166,0.8503937007874016,0.9881889763779528,1.1535433070866141,0.8700787401574803,1.9320496831316725,0.09239155114183953,0.05413903936903532,0.08298711680832588
2.0,10,PNBD,all,800,0.03671240222210259,0.2565853180473373,0.9325,0.98875,0.61625,0.52125,1.9934874318643643,0.09869824907595195,0.07528016256032764,0.09466734180760189
2.0,10,PNBD,xcal_pos,310,0.068954213475793,0.6113274479862569,0.864516129032258,0.9967741935483871,1.538709677419355,1.3451612903225807,1.9934874318643643,0.09869824907595195,0.07528016256032764,0.09466734180760189
2.0,10,GGG,all,800,0.024664220817781524,0.2545253328402367,0.93,0.985,0.61625,0.4825,1.9934874318643643,0.09869824907595195,0.07528016256032764,0.09466734180760189
2.0,10,GGG,xcal_pos,310,0.05216386534960146,0.6064718934911243,0.8580645161290322,0.9838709677419355,1.538709677419355,1.2451612903225806,1.9934874318643643,0.09869824907595195,0.07528016256032764,0.09466734180760189
2.0,11,PNBD,all,800,0.021354121907145557,0.30901168639053256,0.9175,0.99,0.7975,0.68,1.995223967275503,0.1995000001838107,0.1550310058377805,0.1937363945068022
2.0,11,PNBD,xcal_pos,422,0.03118735288684754,0.5669865601951821,0.8578199052132701,0.9928909952606635,1.4928909952606635,1.2890995260663507,1.995223967275503,0.1995000001838107,0.1550310058377805,0.1937363945068022
2.0,11,GGG,all,800,0.017915386275467404,0.29979312130177516,0.91,0.9875,0.7975,0.740625,1.995223967275503,0.1995000001838107,0.1550310058377805,0.1937363945068022
2.0,11,GGG,xcal_pos,422,0.035627162929632805,0.5494427423651813,0.8436018957345972,0.990521327014218,1.4928909952606635,1.4040284360189574,1.995223967275503,0.1995000001838107,0.1550310058377805,0.1937363945068022
2.0,12,PNBD,all,800,0.02646160133458375,0.32466649408284026,0.89875,0.9925,0.7,0.454375,1.8488869822983387,0.09756375885867943,0.07072988282421705,0.09986783260444053
2.0,12,PNBD,xcal_pos,436,0.047515621205167446,0.5637878983225666,0.841743119266055,0.9908256880733946,1.2522935779816513,0.8337155963302753,1.8488869822983387,0.09756375885867943,0.07072988282421705,0.09986783260444053
2.0,12,GGG,all,800,0.023468997077125242,0.3132337463017752,0.88875,0.98625,0.7,0.531875,1.8488869822983387,0.09756375885867943,0.07072988282421705,0.09986783260444053
2.0,12,GGG,xcal_pos,436,0.047687900563158886,0.543380923945497,0.823394495412844,0.9862385321100917,1.2522935779816513,0.9759174311926605,1.8488869822983387,0.09756375885867943,0.07072988282421705,0.09986783260444053
2.0,13,PNBD,all,800,0.03145531804002638,0.5273777736686391,0.84875,0.99125,1.4525,1.129375,2.063720466651056,0.10422689563013353,0.07494036026839773,0.10251072558220839
2.0,13,PNBD,xcal_pos,453,0.054752732553117966,0.8797262497224291,0.7836644591611479,0.9867549668874173,2.512141280353201,1.9944812362030906,2.063720466651056,0.10422689563013353,0.07494036026839773,0.10251072558220839
2.0,13,GGG,all,800,0.02440176853905418,0.5117894415680473,0.82125,0.975,1.4525,1.279375,2.063720466651056,0.10422689563013353,0.07494036026839773,0.10251072558220839
2.0,13,GGG,xcal_pos,453,0.057061725097179994,0.8539173099781864,0.7350993377483444,0.9602649006622517,2.512141280353201,2.259381898454746,2.063720466651056,0.10422689563013353,0.07494036026839773,0.10251072558220839
2.0,14,PNBD,all,800,0.04578282870960482,0.587328975591716,0.89625,0.9925,2.31875,2.30375,2.012067727042612,0.2337168056229329,0.22352795401544193,0.25443378410528744
2.0,14,PNBD,xcal_pos,466,0.04636668079195061,0.998868025751073,0.8304721030042919,0.9871244635193133,3.9721030042918457,3.9549356223175964,2.012067727042612,0.2337168056229329,0.22352795401544193,0.25443378410528744
2.0,14,GGG,all,800,0.030631265349186976,0.6089892566568047,0.8825,0.98625,2.31875,2.308125,2.012067727042612,0.2337168056229329,0.22352795401544193,0.25443378410528744
2.0,14,GGG,xcal_pos,466,0.05514134123964798,1.0364511643853012,0.8068669527896996,0.9785407725321889,3.9721030042918457,3.9624463519313307,2.012067727042612,0.2337168056229329,0.22352795401544193,0.25443378410528744
3.0,0,PNBD,all,800,0.02580120517297091,0.2530101146449704,0.945,0.99375,0.73375,0.58,2.880826208932286,0.1373030873840089,0.09174082434378548,0.13660016998789246
3.0,0,PNBD,xcal_pos,369,0.06135543112061281,0.5156221436474719,0.8970189701897019,0.997289972899729,1.5582655826558265,1.2574525745257452,2.880826208932286,0.1373030873840089,0.09174082434378548,0.13660016998789246
3.0,0,GGG,all,800,0.027330424024825106,0.23772437130177515,0.9375,0.98875,0.73375,0.6875,2.880826208932286,0.1373030873840089,0.09174082434378548,0.13660016998789246
3.0,0,GGG,xcal_pos,369,0.03887527498083909,0.48296888279533684,0.8807588075880759,0.991869918699187,1.5582655826558265,1.4905149051490514,2.880826208932286,0.1373030873840089,0.09174082434378548,0.13660016998789246
3.0,1,PNBD,all,800,0.046661180392502,0.5716010170118344,0.91875,0.99125,2.17625,2.289375,3.000461329064284,0.23354030411368,0.1909290315276955,0.22309662293013477
3.0,1,PNBD,xcal_pos,352,0.0811582703518341,1.273512977407208,0.8409090909090909,0.9914772727272727,4.920454545454546,5.203125,3.000461329064284,0.23354030411368,0.1909290315276955,0.22309662293013477
3.0,1,GGG,all,800,0.026329482388395054,0.5284570636094675,0.89875,0.9875,2.17625,2.2725,3.000461329064284,0.23354030411368,0.1909290315276955,0.22309662293013477
3.0,1,GGG,xcal_pos,352,0.02383951021872699,1.1754666487358796,0.7954545454545454,0.9829545454545454,4.920454545454546,5.1647727272727275,3.000461329064284,0.23354030411368,0.1909290315276955,0.22309662293013477
3.0,2,PNBD,all,800,0.03196982158693429,0.1861223372781065,0.94,0.9925,0.41375,0.315625,2.577624930035515,0.07968038737115551,0.04661191568248746,0.07459801222135103
3.0,2,PNBD,xcal_pos,271,0.05153584624813001,0.4984758946701893,0.8708487084870848,0.996309963099631,1.169741697416974,0.9317343173431735,2.577624930035515,0.07968038737115551,0.04661191568248746,0.07459801222135103
3.0,2,GGG,all,800,0.01794460395397629,0.17680902366863904,0.9375,0.98375,0.41375,0.36,2.577624930035515,0.07968038737115551,0.04661191568248746,0.07459801222135103
3.0,2,GGG,xcal_pos,271,0.032135890653173516,0.47158502369047367,0.8634686346863468,0.981549815498155,1.169741697416974,1.062730627306273,2.577624930035515,0.07968038737115551,0.04661191568248746,0.07459801222135103
3.0,3,PNBD,all,800,0.027247301542935976,0.19853979289940826,0.93,0.99875,0.58,0.38625,3.013243274357676,0.06245372001786609,0.03637806948782403,0.06001301956980411
3.0,3,PNBD,xcal_pos,223,0.1180323661365727,0.6798079576511797,0.7802690582959642,1.0,2.0493273542600896,1.3856502242152466,3.013243274357676,0.06245372001786609,0.03637806948782403,0.06001301956980411
3.0,3,GGG,all,800,0.02988857973263781,0.1810526627218935,0.925,0.9825,0.58,0.475625,3.013243274357676,0.06245372001786609,0.03637806948782403,0.06001301956980411
3.0,3,GGG,xcal_pos,223,0.10148828037577484,0.6175896860986548,0.7623318385650224,0.9551569506726457,2.0493273542600896,1.7062780269058295,3.013243274357676,0.06245372001786609,0.03637806948782403,0.06001301956980411
3.0,4,PNBD,all,800,0.030923439568253774,0.5371532544378698,0.91875,0.9875,1.97,1.978125,3.01008543273531,0.22029833678748,0.18629356850544285,0.21761009799245776
3.0,4,PNBD,xcal_pos,334,0.08185805801798551,1.2254247865216314,0.8532934131736527,0.9970059880239521,4.655688622754491,4.7380239520958085,3.01008543273531,0.22029833678748,0.18629356850544285,0.21761009799245776
3.0,4,GGG,all,800,0.01723303819267552,0.4793411982248521,0.91375,0.98125,1.97,2.039375,3.01008543273531,0.22029833678748,0.18629356850544285,0.21761009799245776
3.0,4,GGG,xcal_pos,334,0.04587398127148734,1.0866145076710485,0.8413173652694611,0.9880239520958084,4.655688622754491,4.884730538922156,3.01008543273531,0.22029833678748,0.18629356850544285,0.21761009799245776
3.0,5,PNBD,all,800,0.03827293641451818,0.2516912721893491,0.9175,0.995,0.68,0.55375,2.882100096441912,0.0691680589493398,0.049329032337948275,0.06957347417791257
3.0,5,PNBD,xcal_pos,272,0.03852886562106833,0.6789536742951618,0.8198529411764706,1.0,1.9375,1.6286764705882353,2.882100096441912,0.0691680589493398,0.049329032337948275,0.06957347417791257
3.0,5,GGG,all,800,0.03717803620940063,0.22773875739644972,0.91,0.99125,0.68,0.588125,2.882100096441912,0.0691680589493398,0.049329032337948275,0.06957347417791257
3.0,5,GGG,xcal_pos,272,0.05780459864273024,0.6089734162895928,0.7977941176470589,0.9926470588235294,1.9375,1.7297794117647058,2.882100096441912,0.0691680589493398,0.049329032337948275,0.06957347417791257
3.0,6,PNBD,all,800,0.06475389081728966,0.14537740384615383,0.945,0.9975,0.2875,0.20375,2.7131417412137844,0.05676286337661143,0.024698056311473426,0.04740809946892643
3.0,6,PNBD,xcal_pos,245,0.0948176340466681,0.4194811616954475,0.8693877551020408,0.9959183673469387,0.8857142857142857,0.6653061224489796,2.7131417412137844,0.05676286337661143,0.024698056311473426,0.04740809946892643
3.0,6,GGG,all,800,0.04443755654424264,0.1410823779585799,0.93875,0.995,0.2875,0.260625,2.7131417412137844,0.05676286337661143,0.024698056311473426,0.04740809946892643
3.0,6,GGG,xcal_pos,245,0.07755940421014051,0.4075585074266393,0.8489795918367347,0.9959183673469387,0.8857142857142857,0.8510204081632653,2.7131417412137844,0.05676286337661143,0.024698056311473426,0.04740809946892643
3.0,7,PNBD,all,800,0.020362176088284056,0.2337470599112426,0.93625,0.9875,0.73,0.698125,2.9095584657416254,0.1392212485874742,0.07829694760499493,0.10394031378935038
3.0,7,PNBD,xcal_pos,236,0.07236831277500189,0.7252236485808847,0.8389830508474576,1.0,2.406779661016949,2.3665254237288136,2.9095584657416254,0.1392212485874742,0.07829694760499493,0.10394031378935038
3.0,7,GGG,all,800,0.034811286204064484,0.21282416789940833,0.935,0.9775,0.73,0.69125,2.9095584657416254,0.1392212485874742,0.07829694760499493,0.10394031378935038
3.0,7,GGG,xcal_pos,236,0.07032524706401111,0.6549497292147227,0.8347457627118644,0.9703389830508474,2.406779661016949,2.343220338983051,2.9095584657416254,0.1392212485874742,0.07829694760499493,0.10394031378935038
3.0,8,PNBD,all,800,0.03371728805243446,0.4262232618343195,0.91125,0.9925,2.0075,1.823125,2.989305388475731,0.21664820754860942,0.16785174166638442,0.20232689340088875
3.0,8,PNBD,xcal_pos,355,0.04895858279368226,0.9188540295024586,0.8338028169014085,0.9971830985915493,4.48169014084507,4.108450704225352,2.989305388475731,0.21664820754860942,0.16785174166638442,0.20232689340088875
3.0,8,GGG,all,800,0.014265777672330393,0.40177625739644973,0.895,0.99,2.0075,1.955,2.989305388475731,0.21664820754860942,0.16785174166638442,0.20232689340088875
3.0,8,GGG,xcal_pos,355,0.040068081971952996,0.8643274439536629,0.7971830985915493,0.9887323943661972,4.48169014084507,4.405633802816902,2.989305388475731,0.21664820754860942,0.16785174166638442,0.20232689340088875
3.0,9,PNBD,all,800,0.035792775469097926,0.1454067677514793,0.96625,0.9925,0.3725,0.294375,2.9962705678668455,0.21622783719864153,0.14205753710626634,0.19972452834469506
3.0,9,PNBD,xcal_pos,359,0.051477564966222356,0.30738895023981805,0.9415041782729805,1.0,0.8133704735376045,0.6559888579387186,2.9962705678668455,0.21622783719864153,0.14205753710626634,0.19972452834469506
3.0,9,GGG,all,800,0.03930700999746406,0.13412516642011835,0.96625,0.99125,0.3725,0.35125,2.9962705678668455,0.21622783719864153,0.14205753710626634,0.19972452834469506
3.0,9,GGG,xcal_pos,359,0.0394756557198267,0.28223533483872026,0.9415041782729805,0.9972144846796658,0.8133704735376045,0.7827298050139275,2.9962705678668455,0.21622783719864153,0.14205753710626634,0.19972452834469506
3.0,10,PNBD,all,800,0.05180121815498584,0.11978994082840239,0.9625,0.99375,0.22125,0.17125,3.0922736463598977,0.07406893009269044,0.040954792711389854,0.0762814734252366
3.0,10,PNBD,xcal_pos,301,0.0873357041016033,0.28149452515284357,0.9269102990033222,1.0,0.5514950166112956,0.45514950166112955,3.0922736463598977,0.07406893009269044,0.040954792711389854,0.0762814734252366
3.0,10,GGG,all,800,0.03992447482191963,0.11560630547337279,0.96125,0.98875,0.22125,0.225,3.0922736463598977,0.07406893009269044,0.040954792711389854,0.0762814734252366
3.0,10,GGG,xcal_pos,301,0.03290132467467255,0.27094212585268046,0.9235880398671097,0.9966777408637874,0.5514950166112956,0.5980066445182725,3.0922736463598977,0.07406893009269044,0.040954792711389854,0.0762814734252366
3.0,11,PNBD,all,800,0.03380924235716587,0.5795311945266273,0.87875,0.995,2.0775,1.960625,3.0207823721157716,0.2194011472130833,0.1657553269845671,0.19972021036650792
3.0,11,PNBD,xcal_pos,449,0.05639094563037739,1.0015976660824186,0.8129175946547884,0.9955456570155902,3.670378619153675,3.4933184855233854,3.0207823721157716,0.2194011472130833,0.1657553269845671,0.19972021036650792
3.0,11,GGG,all,800,0.020087243857706272,0.5353552144970415,0.8625,0.9875,2.0775,2.09375,3.0207823721157716,0.2194011472130833,0.1657553269845671,0.19972021036650792
3.0,11,GGG,xcal_pos,449,0.033011606709942076,0.9238214441032669,0.7839643652561247,0.9821826280623608,3.670378619153675,3.730512249443207,3.0207823721157716,0.2194011472130833,0.1657553269845671,0.19972021036650792
3.0,12,PNBD,all,800,0.05931409381703445,0.41664047707100593,0.86125,0.9975,0.96875,0.725,2.9365653126219957,0.08708195642625077,0.059038189715646346,0.08391693572696977
3.0,12,PNBD,xcal_pos,457,0.059323470690827884,0.6713149171986069,0.8096280087527352,0.9978118161925602,1.636761487964989,1.2691466083150984,2.9365653126219957,0.08708195642625077,0.059038189715646346,0.08391693572696977
3.0,12,GGG,all,800,0.02394328530410661,0.37020055473372776,0.85125,0.995,0.96875,0.783125,2.9365653126219957,0.08708195642625077,0.059038189715646346,0.08391693572696977
3.0,12,GGG,xcal_pos,457,0.049951998248397245,0.592668645527171,0.7921225382932167,0.9956236323851203,1.636761487964989,1.3708971553610503,2.9365653126219957,0.08708195642625077,0.059038189715646346,0.08391693572696977
3.0,13,PNBD,all,800,0.03753104485038142,0.14694885355029588,0.93375,0.98,0.32,0.170625,3.1152591351345293,0.06403193529039164,0.03428070336913323,0.0631235359111496
3.0,13,PNBD,xcal_pos,233,0.07632570352134516,0.42438809457297405,0.8454935622317596,0.9957081545064378,1.0171673819742488,0.5858369098712446,3.1152591351345293,0.06403193529039164,0.03428070336913323,0.0631235359111496
3.0,13,GGG,all,800,0.03875315841133975,0.14553152736686392,0.93625,0.9775,0.32,0.228125,3.1152591351345293,0.06403193529039164,0.03428070336913323,0.0631235359111496
3.0,13,GGG,xcal_pos,233,0.06597848737705242,0.4192760367727354,0.8540772532188842,0.9871244635193133,1.0171673819742488,0.7832618025751072,3.1152591351345293,0.06403193529039164,0.03428070336913323,0.0631235359111496
3.0,14,PNBD,all,800,0.07245660532645659,0.5942459319526627,0.86125,0.99375,2.07625,1.80125,2.9634971222697843,0.16882445361848558,0.1334973786198736,0.17310528305146172
3.0,14,PNBD,xcal_pos,558,0.09842594578492359,0.8272105575703591,0.8189964157706093,0.992831541218638,2.953405017921147,2.582437275985663,2.9634971222697843,0.16882445361848558,0.1334973786198736,0.17310528305146172
3.0,14,GGG,all,800,0.045254048169248384,0.5379483173076923,0.83125,0.98,2.07625,2.0375,2.9634971222697843,0.16882445361848558,0.1334973786198736,0.17310528305146172
3.0,14,GGG,xcal_pos,558,0.040623320867245516,0.748376041865496,0.7759856630824373,0.982078853046595,2.953405017921147,2.921146953405018,2.9634971222697843,0.16882445361848558,0.1334973786198736,0.17310528305146172
4.0,0,PNBD,all,800,0.04050940599344355,0.4033014238165681,0.91,0.99125,1.4525,1.39625,3.9729595173961227,0.14092227578509342,0.10766348502445439,0.1395935613803326
4.0,0,PNBD,xcal_pos,316,0.10756055591899905,0.948172561980376,0.8417721518987342,0.9968354430379747,3.6012658227848102,3.5348101265822787,3.9729595173961227,0.14092227578509342,0.10766348502445439,0.1395935613803326
4.0,0,GGG,all,800,0.027913877754094707,0.361997725591716,0.89375,0.97625,1.4525,1.50625,3.9729595173961227,0.14092227578509342,0.10766348502445439,0.1395935613803326
4.0,0,GGG,xcal_pos,316,0.042889320851762974,0.8432459179087709,0.8006329113924051,0.9715189873417721,3.6012658227848102,3.8132911392405062,3.9729595173961227,0.14092227578509342,0.10766348502445439,0.1395935613803326
4.0,1,PNBD,all,800,0.02114245074322163,0.13615771079881656,0.94625,0.99375,0.25375,0.164375,4.202308732532567,0.06328935059516093,0.030470389561188842,0.05820455783995869
4.0,1,PNBD,xcal_pos,241,0.0497629060872436,0.4218148002651674,0.8506224066390041,0.991701244813278,0.8132780082987552,0.5456431535269709,4.202308732532567,0.06328935059516093,0.030470389561188842,0.05820455783995869
4.0,1,GGG,all,800,0.03586384755798888,0.12836227810650888,0.9475,0.9825,0.25375,0.180625,4.202308732532567,0.06328935059516093,0.030470389561188842,0.05820455783995869
4.0,1,GGG,xcal_pos,241,0.07989410632681149,0.39732444940951167,0.8547717842323651,0.970954356846473,0.8132780082987552,0.5995850622406639,4.202308732532567,0.06328935059516093,0.030470389561188842,0.05820455783995869
4.0,2,PNBD,all,800,0.03353438056679092,0.4123039940828403,0.91,0.9925,1.19625,1.21125,4.162338304135203,0.16830354380000878,0.1219888646913802,0.16298651172993348
4.0,2,PNBD,xcal_pos,371,0.05228447508548384,0.8485930796344439,0.8382749326145552,0.9919137466307277,2.5390835579514826,2.6118598382749325,4.162338304135203,0.16830354380000878,0.1219888646913802,0.16298651172993348
4.0,2,GGG,all,800,0.03196004667593644,0.38176776997041423,0.9025,0.97875,1.19625,1.230625,4.162338304135203,0.16830354380000878,0.1219888646913802,0.16298651172993348
4.0,2,GGG,xcal_pos,371,0.05729113072650949,0.7835716678096939,0.8221024258760108,0.9703504043126685,2.5390835579514826,2.6536388140161726,4.162338304135203,0.16830354380000878,0.1219888646913802,0.16298651172993348
4.0,3,PNBD,all,800,0.06855932905746487,0.30841000369822485,0.895,0.995,0.7225,0.505,4.269355954326486,0.07051609163777924,0.04189677902960275,0.07067561511740636
4.0,3,PNBD,xcal_pos,392,0.08023907345923054,0.5489161182224369,0.8647959183673469,0.9923469387755102,1.3903061224489797,1.030612244897959,4.269355954326486,0.07051609163777924,0.04189677902960275,0.07067561511740636
4.0,3,GGG,all,800,0.02981012250207768,0.27871248150887573,0.88625,0.985,0.7225,0.60375,4.269355954326486,0.07051609163777924,0.04189677902960275,0.07067561511740636
4.0,3,GGG,xcal_pos,392,0.04237448385469733,0.4898726754015215,0.8469387755102041,0.9744897959183674,1.3903061224489797,1.2321428571428572,4.269355954326486,0.07051609163777924,0.04189677902960275,0.07067561511740636
4.0,4,PNBD,all,800,0.0492608331324792,0.24420687869822488,0.94875,0.99,0.67625,0.633125,4.044722829890482,0.21066688600795164,0.1600099859836757,0.22676358727443213
4.0,4,PNBD,xcal_pos,326,0.04151893313907351,0.5749170962355248,0.8987730061349694,1.0,1.6349693251533743,1.553680981595092,4.044722829890482,0.21066688600795164,0.1600099859836757,0.22676358727443213
4.0,4,GGG,all,800,0.04076613609462432,0.2257888128698225,0.955,0.98625,0.67625,0.77125,4.044722829890482,0.21066688600795164,0.1600099859836757,0.22676358727443213
4.0,4,GGG,xcal_pos,326,0.04362014423081556,0.5297354975133409,0.9141104294478528,0.99079754601227,1.6349693251533743,1.892638036809816,4.044722829890482,0.21066688600795164,0.1600099859836757,0.22676358727443213
4.0,5,PNBD,all,800,0.03745556577471176,0.536597152366864,0.9225,0.99875,2.37625,2.31875,3.9971130367851715,0.23553434391029915,0.19627252555449265,0.25270336275876304
4.0,5,PNBD,xcal_pos,473,0.06941514038374264,0.8825097264095476,0.8921775898520085,1.0,3.9936575052854124,3.9217758985200843,3.9971130367851715,0.23553434391029915,0.19627252555449265,0.25270336275876304
4.0,5,GGG,all,800,0.01977603688662477,0.46474571005917154,0.88375,0.9875,2.37625,2.455,3.9971130367851715,0.23553434391029915,0.19627252555449265,0.25270336275876304
4.0,5,GGG,xcal_pos,473,0.043485042455977396,0.7615726759823361,0.8266384778012685,0.9873150105708245,3.9936575052854124,4.152219873150106,3.9971130367851715,0.23553434391029915,0.19627252555449265,0.25270336275876304
4.0,6,PNBD,all,800,0.027520009222969377,0.235342899408284,0.93875,0.99,0.83375,0.69375,3.9080653673673313,0.14086296931702041,0.09601158459228133,0.13620269088364217
4.0,6,PNBD,xcal_pos,305,0.06391802161990168,0.5905768260743041,0.8655737704918033,0.9967213114754099,2.160655737704918,1.819672131147541,3.9080653673673313,0.14086296931702041,0.09601158459228133,0.13620269088364217
4.0,6,GGG,all,800,0.02195286554972864,0.20560676775147932,0.935,0.99125,0.83375,0.795,3.9080653673673313,0.14086296931702041,0.09601158459228133,0.13620269088364217
4.0,6,GGG,xcal_pos,305,0.04125796680741689,0.5132097681637404,0.8557377049180328,0.9967213114754099,2.160655737704918,2.085245901639344,3.9080653673673313,0.14086296931702041,0.09601158459228133,0.13620269088364217
4.0,7,PNBD,all,800,0.03894176929291693,0.10594835428994084,0.96625,0.9925,0.25625,0.204375,3.8339841935221983,0.13761126104225374,0.07825342971827284,0.12339427263880341
4.0,7,PNBD,xcal_pos,227,0.06294321667316949,0.3514759664259834,0.9030837004405287,0.9955947136563876,0.8810572687224669,0.7202643171806168,3.8339841935221983,0.13761126104225374,0.07825342971827284,0.12339427263880341
4.0,7,GGG,all,800,0.039796734341101425,0.10103701923076924,0.96875,0.99,0.25625,0.253125,3.8339841935221983,0.13761126104225374,0.07825342971827284,0.12339427263880341
4.0,7,GGG,xcal_pos,227,0.0768792663845772,0.3341902353830514,0.9118942731277533,0.986784140969163,0.8810572687224669,0.8920704845814978,3.8339841935221983,0.13761126104225374,0.07825342971827284,0.12339427263880341
4.0,8,PNBD,all,800,0.04183818514224058,0.2841107433431953,0.92375,0.995,0.78,0.65875,3.998470281453028,0.11527791724613837,0.06860381283138203,0.10971286567401807
4.0,8,PNBD,xcal_pos,319,0.07528866052004002,0.6744174194505759,0.8432601880877743,1.0,1.9184952978056427,1.652037617554859,3.998470281453028,0.11527791724613837,0.06860381283138203,0.10971286567401807
4.0,8,GGG,all,800,0.029336469843399104,0.255444101331361,0.91875,0.98625,0.78,0.75,3.998470281453028,0.11527791724613837,0.06860381283138203,0.10971286567401807
4.0,8,GGG,xcal_pos,319,0.04858476396377093,0.6034533304891396,0.8307210031347962,0.987460815047022,1.9184952978056427,1.8808777429467085,3.998470281453028,0.11527791724613837,0.06860381283138203,0.10971286567401807
4.0,9,PNBD,all,800,0.07558266972709593,0.42275861686390537,0.89875,1.0,1.20625,1.03375,4.024054064949375,0.11969972321647326,0.0886320102482285,0.12143620042958198
4.0,9,PNBD,xcal_pos,458,0.10081750029887537,0.7071149001317795,0.8537117903930131,1.0,2.076419213973799,1.8056768558951966,4.024054064949375,0.11969972321647326,0.0886320102482285,0.12143620042958198
4.0,9,GGG,all,800,0.04298024253365529,0.3626449889053255,0.885,0.9925,1.20625,1.204375,4.024054064949375,0.11969972321647326,0.0886320102482285,0.12143620042958198
4.0,9,GGG,xcal_pos,458,0.0559980651520513,0.6030462714141753,0.8296943231441049,0.9868995633187773,2.076419213973799,2.103711790393013,4.024054064949375,0.11969972321647326,0.0886320102482285,0.12143620042958198
