dataset,N,seed,method,cond,metric,value
CDNow,2357,8,QuantileGBM,x>0,cov95,0.9285714285714286
CDNow,2357,8,QuantileGBM,x>0,cov50,0.7330827067669173
CDNow,2357,8,QuantileGBM,x>0,nMAE,0.9660194174757282
CDNow,2357,9,BTYD,all,CRPS,0.33371734662305513
CDNow,2357,9,BTYD,all,pit_ks,0.07147615732898349
CDNow,2357,9,BTYD,all,cov95,0.9731258840169731
CDNow,2357,9,BTYD,all,cov50,0.8486562942008486
CDNow,2357,9,BTYD,all,nMAE,0.8575418994413407
CDNow,2357,9,BTYD,x>0,CRPS,0.6466033568904593
CDNow,2357,9,BTYD,x>0,pit_ks,0.09223052590288933
CDNow,2357,9,BTYD,x>0,cov95,0.9681978798586572
CDNow,2357,9,BTYD,x>0,cov50,0.7667844522968198
CDNow,2357,9,BTYD,x>0,nMAE,0.8305647840531561
CDNow,2357,9,PoissonGBM,all,CRPS,0.40757082743988676
CDNow,2357,9,PoissonGBM,all,pit_ks,0.03907447554985105
CDNow,2357,9,PoissonGBM,all,cov95,0.9476661951909476
CDNow,2357,9,PoissonGBM,all,cov50,0.8316831683168316
CDNow,2357,9,PoissonGBM,all,nMAE,1.0614525139664803
CDNow,2357,9,PoissonGBM,x>0,CRPS,0.8177465547703179
CDNow,2357,9,PoissonGBM,x>0,pit_ks,0.08748945666473128
CDNow,2357,9,PoissonGBM,x>0,cov95,0.8975265017667845
CDNow,2357,9,PoissonGBM,x>0,cov50,0.6855123674911661
CDNow,2357,9,PoissonGBM,x>0,nMAE,1.053156146179402
CDNow,2357,9,HurdleGBM,all,CRPS,0.39501725601131543
CDNow,2357,9,HurdleGBM,all,pit_ks,0.025932269933296115
CDNow,2357,9,HurdleGBM,all,cov95,0.9618104667609618
CDNow,2357,9,HurdleGBM,all,cov50,0.8401697312588402
CDNow,2357,9,HurdleGBM,all,nMAE,1.0125698324022345
CDNow,2357,9,HurdleGBM,x>0,CRPS,0.7954215989399293
CDNow,2357,9,HurdleGBM,x>0,pit_ks,0.07436899999098401
CDNow,2357,9,HurdleGBM,x>0,cov95,0.9293286219081273
CDNow,2357,9,HurdleGBM,x>0,cov50,0.7420494699646644
CDNow,2357,9,HurdleGBM,x>0,nMAE,1.0149501661129567
CDNow,2357,9,QuantileGBM,all,CRPS,0.3650014497878359
CDNow,2357,9,QuantileGBM,all,pit_ks,0.06192286974742661
CDNow,2357,9,QuantileGBM,all,cov95,0.9646393210749646
CDNow,2357,9,QuantileGBM,all,cov50,0.8444130127298444
CDNow,2357,9,QuantileGBM,all,nMAE,0.9650837988826815
CDNow,2357,9,QuantileGBM,x>0,CRPS,0.7205562500000001
CDNow,2357,9,QuantileGBM,x>0,pit_ks,0.15062140335804935
CDNow,2357,9,QuantileGBM,x>0,cov95,0.9434628975265018
CDNow,2357,9,QuantileGBM,x>0,cov50,0.7455830388692579
CDNow,2357,9,QuantileGBM,x>0,nMAE,0.9584717607973421
CDNow,2357,10,BTYD,all,CRPS,0.3865171388790665
CDNow,2357,10,BTYD,all,pit_ks,0.06485979072631176
CDNow,2357,10,BTYD,all,cov95,0.9688826025459689
CDNow,2357,10,BTYD,all,cov50,0.8486562942008486
CDNow,2357,10,BTYD,all,nMAE,0.8641025641025643
CDNow,2357,10,BTYD,x>0,CRPS,0.7323730826465201
CDNow,2357,10,BTYD,x>0,pit_ks,0.07456564150498468
CDNow,2357,10,BTYD,x>0,cov95,0.9633699633699634
CDNow,2357,10,BTYD,x>0,cov50,0.7838827838827839
CDNow,2357,10,BTYD,x>0,nMAE,0.8301282051282052
CDNow,2357,10,PoissonGBM,all,CRPS,0.45213202793493634
CDNow,2357,10,PoissonGBM,all,pit_ks,0.05238523751974716
CDNow,2357,10,PoissonGBM,all,cov95,0.9490806223479491
CDNow,2357,10,PoissonGBM,all,cov50,0.8217821782178217
CDNow,2357,10,PoissonGBM,all,nMAE,1.026923076923077
CDNow,2357,10,PoissonGBM,x>0,CRPS,0.8924195054945054
CDNow,2357,10,PoissonGBM,x>0,pit_ks,0.09019754243297007
CDNow,2357,10,PoissonGBM,x>0,cov95,0.9084249084249084
CDNow,2357,10,PoissonGBM,x>0,cov50,0.6813186813186813
CDNow,2357,10,PoissonGBM,x>0,nMAE,1.0336538461538463
CDNow,2357,10,HurdleGBM,all,CRPS,0.4324346092644979
CDNow,2357,10,HurdleGBM,all,pit_ks,0.034174755297870396
CDNow,2357,10,HurdleGBM,all,cov95,0.9575671852899575
CDNow,2357,10,HurdleGBM,all,cov50,0.8231966053748232
CDNow,2357,10,HurdleGBM,all,nMAE,0.9717948717948718
CDNow,2357,10,HurdleGBM,x>0,CRPS,0.8467507326007325
CDNow,2357,10,HurdleGBM,x>0,pit_ks,0.0672914847194166
CDNow,2357,10,HurdleGBM,x>0,cov95,0.9230769230769231
CDNow,2357,10,HurdleGBM,x>0,cov50,0.706959706959707
CDNow,2357,10,HurdleGBM,x>0,nMAE,0.9647435897435899
CDNow,2357,10,QuantileGBM,all,CRPS,0.41643534299858553
CDNow,2357,10,QuantileGBM,all,pit_ks,0.07155451346656905
CDNow,2357,10,QuantileGBM,all,cov95,0.9575671852899575
CDNow,2357,10,QuantileGBM,all,cov50,0.8458274398868458
CDNow,2357,10,QuantileGBM,all,nMAE,0.9756410256410257
CDNow,2357,10,QuantileGBM,x>0,CRPS,0.8068825091575093
CDNow,2357,10,QuantileGBM,x>0,pit_ks,0.16799530446264638
CDNow,2357,10,QuantileGBM,x>0,cov95,0.9304029304029304
CDNow,2357,10,QuantileGBM,x>0,cov50,0.7655677655677655
CDNow,2357,10,QuantileGBM,x>0,nMAE,0.9695512820512822
CDNow,2357,11,BTYD,all,CRPS,0.33727711722065057
CDNow,2357,11,BTYD,all,pit_ks,0.06305939404078464
CDNow,2357,11,BTYD,all,cov95,0.9702970297029703
CDNow,2357,11,BTYD,all,cov50,0.842998585572843
CDNow,2357,11,BTYD,all,nMAE,0.815068493150685
CDNow,2357,11,BTYD,x>0,CRPS,0.6106557329963236
CDNow,2357,11,BTYD,x>0,pit_ks,0.11087764630272501
CDNow,2357,11,BTYD,x>0,cov95,0.9669117647058824
CDNow,2357,11,BTYD,x>0,cov50,0.7683823529411765
CDNow,2357,11,BTYD,x>0,nMAE,0.765625
CDNow,2357,11,PoissonGBM,all,CRPS,0.3649107496463932
CDNow,2357,11,PoissonGBM,all,pit_ks,0.05462104539920823
CDNow,2357,11,PoissonGBM,all,cov95,0.9547383309759547
CDNow,2357,11,PoissonGBM,all,cov50,0.8401697312588402
CDNow,2357,11,PoissonGBM,all,nMAE,0.878082191780822
CDNow,2357,11,PoissonGBM,x>0,CRPS,0.6721531709558823
CDNow,2357,11,PoissonGBM,x>0,pit_ks,0.08334547415852678
CDNow,2357,11,PoissonGBM,x>0,cov95,0.9264705882352942
CDNow,2357,11,PoissonGBM,x>0,cov50,0.7389705882352942
CDNow,2357,11,PoissonGBM,x>0,nMAE,0.8454861111111112
CDNow,2357,11,HurdleGBM,all,CRPS,0.36761890912305517
CDNow,2357,11,HurdleGBM,all,pit_ks,0.039312664904857075
CDNow,2357,11,HurdleGBM,all,cov95,0.9575671852899575
CDNow,2357,11,HurdleGBM,all,cov50,0.8274398868458275
CDNow,2357,11,HurdleGBM,all,nMAE,0.9123287671232878
CDNow,2357,11,HurdleGBM,x>0,CRPS,0.6886981387867647
CDNow,2357,11,HurdleGBM,x>0,pit_ks,0.06293473117162818
CDNow,2357,11,HurdleGBM,x>0,cov95,0.9301470588235294
CDNow,2357,11,HurdleGBM,x>0,cov50,0.7242647058823529
CDNow,2357,11,HurdleGBM,x>0,nMAE,0.8888888888888888
CDNow,2357,11,QuantileGBM,all,CRPS,0.3647312057991513
CDNow,2357,11,QuantileGBM,all,pit_ks,0.043026028109604986
CDNow,2357,11,QuantileGBM,all,cov95,0.9603960396039604
CDNow,2357,11,QuantileGBM,all,cov50,0.8401697312588402
CDNow,2357,11,QuantileGBM,all,nMAE,0.9178082191780822
CDNow,2357,11,QuantileGBM,x>0,CRPS,0.67887265625
CDNow,2357,11,QuantileGBM,x>0,pit_ks,0.15555235952928975
CDNow,2357,11,QuantileGBM,x>0,cov95,0.9375
CDNow,2357,11,QuantileGBM,x>0,cov50,0.75
CDNow,2357,11,QuantileGBM,x>0,nMAE,0.8958333333333333
CDNow,2357,12,BTYD,all,CRPS,0.3869760541902405
CDNow,2357,12,BTYD,all,pit_ks,0.07045339721632649
CDNow,2357,12,BTYD,all,cov95,0.9660537482319661
CDNow,2357,12,BTYD,all,cov50,0.8302687411598303
CDNow,2357,12,BTYD,all,nMAE,0.7919540229885057
CDNow,2357,12,BTYD,x>0,CRPS,0.7323653590425532
CDNow,2357,12,BTYD,x>0,pit_ks,0.14028166275366621
CDNow,2357,12,BTYD,x>0,cov95,0.9574468085106383
CDNow,2357,12,BTYD,x>0,cov50,0.7304964539007093
CDNow,2357,12,BTYD,x>0,nMAE,0.7513736263736263
CDNow,2357,12,PoissonGBM,all,CRPS,0.44191171322489387
CDNow,2357,12,PoissonGBM,all,pit_ks,0.04647972179910423
CDNow,2357,12,PoissonGBM,all,cov95,0.9462517680339463
CDNow,2357,12,PoissonGBM,all,cov50,0.8175388967468176
CDNow,2357,12,PoissonGBM,all,nMAE,0.9172413793103447
CDNow,2357,12,PoissonGBM,x>0,CRPS,0.8576664450354611
CDNow,2357,12,PoissonGBM,x>0,pit_ks,0.1010475111531447
CDNow,2357,12,PoissonGBM,x>0,cov95,0.9113475177304965
CDNow,2357,12,PoissonGBM,x>0,cov50,0.6808510638297872
CDNow,2357,12,PoissonGBM,x>0,nMAE,0.901098901098901
CDNow,2357,12,HurdleGBM,all,CRPS,0.43335111386138614
CDNow,2357,12,HurdleGBM,all,pit_ks,0.042717328233118024
CDNow,2357,12,HurdleGBM,all,cov95,0.9618104667609618
CDNow,2357,12,HurdleGBM,all,cov50,0.801980198019802
CDNow,2357,12,HurdleGBM,all,nMAE,0.9172413793103447
CDNow,2357,12,HurdleGBM,x>0,CRPS,0.8479988475177305
CDNow,2357,12,HurdleGBM,x>0,pit_ks,0.12109423157990684
CDNow,2357,12,HurdleGBM,x>0,cov95,0.9290780141843972
CDNow,2357,12,HurdleGBM,x>0,cov50,0.6524822695035462
CDNow,2357,12,HurdleGBM,x>0,nMAE,0.901098901098901
CDNow,2357,12,QuantileGBM,all,CRPS,0.4271872347949081
CDNow,2357,12,QuantileGBM,all,pit_ks,0.061005388189336596
CDNow,2357,12,QuantileGBM,all,cov95,0.9575671852899575
CDNow,2357,12,QuantileGBM,all,cov50,0.8359264497878359
CDNow,2357,12,QuantileGBM,all,nMAE,0.9505747126436782
CDNow,2357,12,QuantileGBM,x>0,CRPS,0.833754100177305
CDNow,2357,12,QuantileGBM,x>0,pit_ks,0.175940261560471
CDNow,2357,12,QuantileGBM,x>0,cov95,0.9397163120567376
CDNow,2357,12,QuantileGBM,x>0,cov50,0.7375886524822695
CDNow,2357,12,QuantileGBM,x>0,nMAE,0.9409340659340659
CDNow,2357,13,BTYD,all,CRPS,0.34255834512022626
CDNow,2357,13,BTYD,all,pit_ks,0.04992027686946965
CDNow,2357,13,BTYD,all,cov95,0.9787835926449788
CDNow,2357,13,BTYD,all,cov50,0.8458274398868458
CDNow,2357,13,BTYD,all,nMAE,0.8672086720867208
CDNow,2357,13,BTYD,x>0,CRPS,0.6905090591755318
CDNow,2357,13,BTYD,x>0,pit_ks,0.07283925270005182
CDNow,2357,13,BTYD,x>0,cov95,0.9787234042553191
CDNow,2357,13,BTYD,x>0,cov50,0.7553191489361702
CDNow,2357,13,BTYD,x>0,nMAE,0.8459119496855346
CDNow,2357,13,PoissonGBM,all,CRPS,0.38850431400282887
CDNow,2357,13,PoissonGBM,all,pit_ks,0.05988696419115469
CDNow,2357,13,PoissonGBM,all,cov95,0.9603960396039604
CDNow,2357,13,PoissonGBM,all,cov50,0.8401697312588402
CDNow,2357,13,PoissonGBM,all,nMAE,0.9241192411924118
CDNow,2357,13,PoissonGBM,x>0,CRPS,0.7882237588652481
CDNow,2357,13,PoissonGBM,x>0,pit_ks,0.07504815239149695
CDNow,2357,13,PoissonGBM,x>0,cov95,0.925531914893617
CDNow,2357,13,PoissonGBM,x>0,cov50,0.723404255319149
CDNow,2357,13,PoissonGBM,x>0,nMAE,0.9103773584905661
CDNow,2357,13,HurdleGBM,all,CRPS,0.3869661775106082
CDNow,2357,13,HurdleGBM,all,pit_ks,0.03397862347023933
CDNow,2357,13,HurdleGBM,all,cov95,0.9688826025459689
CDNow,2357,13,HurdleGBM,all,cov50,0.8444130127298444
CDNow,2357,13,HurdleGBM,all,nMAE,0.9728997289972899
CDNow,2357,13,HurdleGBM,x>0,CRPS,0.7952020390070922
CDNow,2357,13,HurdleGBM,x>0,pit_ks,0.05926203816049758
CDNow,2357,13,HurdleGBM,x>0,cov95,0.9361702127659575
CDNow,2357,13,HurdleGBM,x>0,cov50,0.7411347517730497
CDNow,2357,13,HurdleGBM,x>0,nMAE,0.9685534591194969
CDNow,2357,13,QuantileGBM,all,CRPS,0.36917935820367753
CDNow,2357,13,QuantileGBM,all,pit_ks,0.04827113892773588
CDNow,2357,13,QuantileGBM,all,cov95,0.9745403111739745
CDNow,2357,13,QuantileGBM,all,cov50,0.8557284299858557
CDNow,2357,13,QuantileGBM,all,nMAE,0.9891598915989158
CDNow,2357,13,QuantileGBM,x>0,CRPS,0.7515741356382979
CDNow,2357,13,QuantileGBM,x>0,pit_ks,0.13468398337025778
CDNow,2357,13,QuantileGBM,x>0,cov95,0.9645390070921985
CDNow,2357,13,QuantileGBM,x>0,cov50,0.7730496453900709
CDNow,2357,13,QuantileGBM,x>0,nMAE,0.9874213836477987
CDNow,2357,14,BTYD,all,CRPS,0.41901354756011316
CDNow,2357,14,BTYD,all,pit_ks,0.08154200255432109
CDNow,2357,14,BTYD,all,cov95,0.9731258840169731
CDNow,2357,14,BTYD,all,cov50,0.8118811881188119
CDNow,2357,14,BTYD,all,nMAE,0.860178970917226
CDNow,2357,14,BTYD,x>0,CRPS,0.7001674659653466
CDNow,2357,14,BTYD,x>0,pit_ks,0.11257814241413433
CDNow,2357,14,BTYD,x>0,cov95,0.9801980198019802
CDNow,2357,14,BTYD,x>0,cov50,0.7491749174917491
CDNow,2357,14,BTYD,x>0,nMAE,0.824438202247191
CDNow,2357,14,PoissonGBM,all,CRPS,0.47722733380480903
CDNow,2357,14,PoissonGBM,all,pit_ks,0.060128812772951234
CDNow,2357,14,PoissonGBM,all,cov95,0.9363507779349364
CDNow,2357,14,PoissonGBM,all,cov50,0.7977369165487977
CDNow,2357,14,PoissonGBM,all,nMAE,0.9630872483221476
CDNow,2357,14,PoissonGBM,x>0,CRPS,0.8338594884488448
CDNow,2357,14,PoissonGBM,x>0,pit_ks,0.07698383319157498
CDNow,2357,14,PoissonGBM,x>0,cov95,0.9108910891089109
CDNow,2357,14,PoissonGBM,x>0,cov50,0.7062706270627063
CDNow,2357,14,PoissonGBM,x>0,nMAE,0.9536516853932584
CDNow,2357,14,HurdleGBM,all,CRPS,0.4617469855021216
CDNow,2357,14,HurdleGBM,all,pit_ks,0.06111317011217077
CDNow,2357,14,HurdleGBM,all,cov95,0.9547383309759547
CDNow,2357,14,HurdleGBM,all,cov50,0.7949080622347949
CDNow,2357,14,HurdleGBM,all,nMAE,0.9161073825503355
CDNow,2357,14,HurdleGBM,x>0,CRPS,0.8035035272277228
CDNow,2357,14,HurdleGBM,x>0,pit_ks,0.06703387182396625
CDNow,2357,14,HurdleGBM,x>0,cov95,0.9405940594059405
CDNow,2357,14,HurdleGBM,x>0,cov50,0.7095709570957096
CDNow,2357,14,HurdleGBM,x>0,nMAE,0.8946629213483145
CDNow,2357,14,QuantileGBM,all,CRPS,0.4585580003536068
CDNow,2357,14,QuantileGBM,all,pit_ks,0.08705034759127672
CDNow,2357,14,QuantileGBM,all,cov95,0.958981612446959
CDNow,2357,14,QuantileGBM,all,cov50,0.8048090523338048
CDNow,2357,14,QuantileGBM,all,nMAE,0.9731543624161075
CDNow,2357,14,QuantileGBM,x>0,CRPS,0.7965089315181518
CDNow,2357,14,QuantileGBM,x>0,pit_ks,0.15926953466390104
CDNow,2357,14,QuantileGBM,x>0,cov95,0.9537953795379538
CDNow,2357,14,QuantileGBM,x>0,cov50,0.7293729372937293
CDNow,2357,14,QuantileGBM,x>0,nMAE,0.9662921348314606
Grocery,1525,0,BTYD,all,CRPS,0.47526354394104803
Grocery,1525,0,BTYD,all,pit_ks,0.03804507637220744
Grocery,1525,0,BTYD,all,cov95,0.9716157205240175
Grocery,1525,0,BTYD,all,cov50,0.8799126637554585
Grocery,1525,0,BTYD,all,nMAE,0.5533333333333333
Grocery,1525,0,BTYD,x>0,CRPS,0.7158380429964539
Grocery,1525,0,BTYD,x>0,pit_ks,0.08521037339097859
Grocery,1525,0,BTYD,x>0,cov95,0.9716312056737588
Grocery,1525,0,BTYD,x>0,cov50,0.8333333333333334
Grocery,1525,0,BTYD,x>0,nMAE,0.5392927308447937
Grocery,1525,0,PoissonGBM,all,CRPS,0.5404615174672489
Grocery,1525,0,PoissonGBM,all,pit_ks,0.05577788454087845
Grocery,1525,0,PoissonGBM,all,cov95,0.9410480349344978
Grocery,1525,0,PoissonGBM,all,cov50,0.7991266375545851
Grocery,1525,0,PoissonGBM,all,nMAE,0.6076190476190476
Grocery,1525,0,PoissonGBM,x>0,CRPS,0.8150895611702128
Grocery,1525,0,PoissonGBM,x>0,pit_ks,0.07770092213897467
Grocery,1525,0,PoissonGBM,x>0,cov95,0.9219858156028369
Grocery,1525,0,PoissonGBM,x>0,cov50,0.7021276595744681
Grocery,1525,0,PoissonGBM,x>0,nMAE,0.5952848722986247
Grocery,1525,0,HurdleGBM,all,CRPS,0.5330933542576418
Grocery,1525,0,HurdleGBM,all,pit_ks,0.05474348264559992
Grocery,1525,0,HurdleGBM,all,cov95,0.9432314410480349
Grocery,1525,0,HurdleGBM,all,cov50,0.7925764192139738
Grocery,1525,0,HurdleGBM,all,nMAE,0.6323809523809524
Grocery,1525,0,HurdleGBM,x>0,CRPS,0.8055241356382977
Grocery,1525,0,HurdleGBM,x>0,pit_ks,0.08234135887907934
Grocery,1525,0,HurdleGBM,x>0,cov95,0.925531914893617
Grocery,1525,0,HurdleGBM,x>0,cov50,0.6914893617021277
Grocery,1525,0,HurdleGBM,x>0,nMAE,0.6208251473477406
Grocery,1525,0,QuantileGBM,all,CRPS,0.5968275791484716
Grocery,1525,0,QuantileGBM,all,pit_ks,0.07855407967239658
Grocery,1525,0,QuantileGBM,all,cov95,0.9716157205240175
Grocery,1525,0,QuantileGBM,all,cov50,0.8864628820960698
Grocery,1525,0,QuantileGBM,all,nMAE,0.9171428571428571
Grocery,1525,0,QuantileGBM,x>0,CRPS,0.9105954343971632
Grocery,1525,0,QuantileGBM,x>0,pit_ks,0.10043076616867253
Grocery,1525,0,QuantileGBM,x>0,cov95,0.9716312056737588
Grocery,1525,0,QuantileGBM,x>0,cov50,0.8439716312056738
Grocery,1525,0,QuantileGBM,x>0,nMAE,0.9145383104125737
Grocery,1525,1,BTYD,all,CRPS,0.5333315706877729
Grocery,1525,1,BTYD,all,pit_ks,0.04043768697257266
Grocery,1525,1,BTYD,all,cov95,0.9672489082969432
Grocery,1525,1,BTYD,all,cov50,0.8624454148471615
Grocery,1525,1,BTYD,all,nMAE,0.515650741350906
Grocery,1525,1,BTYD,x>0,CRPS,0.7835807291666665
Grocery,1525,1,BTYD,x>0,pit_ks,0.07431024292665017
Grocery,1525,1,BTYD,x>0,cov95,0.9562289562289562
Grocery,1525,1,BTYD,x>0,cov50,0.8148148148148148
Grocery,1525,1,BTYD,x>0,nMAE,0.5058823529411764
Grocery,1525,1,PoissonGBM,all,CRPS,0.5976330240174672
Grocery,1525,1,PoissonGBM,all,pit_ks,0.07473525158575989
Grocery,1525,1,PoissonGBM,all,cov95,0.9235807860262009
Grocery,1525,1,PoissonGBM,all,cov50,0.7925764192139738
Grocery,1525,1,PoissonGBM,all,nMAE,0.5881383855024711
Grocery,1525,1,PoissonGBM,x>0,CRPS,0.8786315025252526
Grocery,1525,1,PoissonGBM,x>0,pit_ks,0.11153833591104867
Grocery,1525,1,PoissonGBM,x>0,cov95,0.8956228956228957
Grocery,1525,1,PoissonGBM,x>0,cov50,0.7070707070707071
Grocery,1525,1,PoissonGBM,x>0,nMAE,0.5798319327731092
Grocery,1525,1,HurdleGBM,all,CRPS,0.6124632232532752
Grocery,1525,1,HurdleGBM,all,pit_ks,0.07332540199279125
Grocery,1525,1,HurdleGBM,all,cov95,0.9192139737991266
Grocery,1525,1,HurdleGBM,all,cov50,0.7816593886462883
Grocery,1525,1,HurdleGBM,all,nMAE,0.5897858319604613
Grocery,1525,1,HurdleGBM,x>0,CRPS,0.9040898148148147
Grocery,1525,1,HurdleGBM,x>0,pit_ks,0.10990820006810331
Grocery,1525,1,HurdleGBM,x>0,cov95,0.8821548821548821
Grocery,1525,1,HurdleGBM,x>0,cov50,0.6902356902356902
Grocery,1525,1,HurdleGBM,x>0,nMAE,0.5815126050420167
Grocery,1525,1,QuantileGBM,all,CRPS,0.6067555676855895
Grocery,1525,1,QuantileGBM,all,pit_ks,0.08479948349755728
Grocery,1525,1,QuantileGBM,all,cov95,0.9388646288209607
Grocery,1525,1,QuantileGBM,all,cov50,0.8471615720524017
Grocery,1525,1,QuantileGBM,all,nMAE,0.6046128500823723
Grocery,1525,1,QuantileGBM,x>0,CRPS,0.8945729377104378
Grocery,1525,1,QuantileGBM,x>0,pit_ks,0.1219307121865309
Grocery,1525,1,QuantileGBM,x>0,cov95,0.9225589225589226
Grocery,1525,1,QuantileGBM,x>0,cov50,0.7912457912457912
Grocery,1525,1,QuantileGBM,x>0,nMAE,0.5966386554621849
Grocery,1525,2,BTYD,all,CRPS,0.47571745360262013
Grocery,1525,2,BTYD,all,pit_ks,0.06132705112751918
Grocery,1525,2,BTYD,all,cov95,0.9716157205240175
Grocery,1525,2,BTYD,all,cov50,0.8755458515283843
Grocery,1525,2,BTYD,all,nMAE,0.478849407783418
Grocery,1525,2,BTYD,x>0,CRPS,0.6938633212457338
Grocery,1525,2,BTYD,x>0,pit_ks,0.08065931559961781
Grocery,1525,2,BTYD,x>0,cov95,0.9726962457337884
Grocery,1525,2,BTYD,x>0,cov50,0.8395904436860068
Grocery,1525,2,BTYD,x>0,nMAE,0.4652777777777778
Grocery,1525,2,PoissonGBM,all,CRPS,0.5332645605895197
Grocery,1525,2,PoissonGBM,all,pit_ks,0.08592637205526199
Grocery,1525,2,PoissonGBM,all,cov95,0.9541484716157205
Grocery,1525,2,PoissonGBM,all,cov50,0.8100436681222707
Grocery,1525,2,PoissonGBM,all,nMAE,0.5524534686971235
Grocery,1525,2,PoissonGBM,x>0,CRPS,0.7834829991467577
Grocery,1525,2,PoissonGBM,x>0,pit_ks,0.08210946426610155
Grocery,1525,2,PoissonGBM,x>0,cov95,0.9385665529010239
Grocery,1525,2,PoissonGBM,x>0,cov50,0.7372013651877133
Grocery,1525,2,PoissonGBM,x>0,nMAE,0.540798611111111
Grocery,1525,2,HurdleGBM,all,CRPS,0.5306150791484715
Grocery,1525,2,HurdleGBM,all,pit_ks,0.0570362572422502
Grocery,1525,2,HurdleGBM,all,cov95,0.9694323144104804
Grocery,1525,2,HurdleGBM,all,cov50,0.8144104803493449
Grocery,1525,2,HurdleGBM,all,nMAE,0.538917089678511
Grocery,1525,2,HurdleGBM,x>0,CRPS,0.7808026663822526
Grocery,1525,2,HurdleGBM,x>0,pit_ks,0.05456796275360193
Grocery,1525,2,HurdleGBM,x>0,cov95,0.962457337883959
Grocery,1525,2,HurdleGBM,x>0,cov50,0.7440273037542662
Grocery,1525,2,HurdleGBM,x>0,nMAE,0.5269097222222222
Grocery,1525,2,QuantileGBM,all,CRPS,0.5545860398471615
Grocery,1525,2,QuantileGBM,all,pit_ks,0.0415133326963697
Grocery,1525,2,QuantileGBM,all,cov95,0.9606986899563319
Grocery,1525,2,QuantileGBM,all,cov50,0.8908296943231441
Grocery,1525,2,QuantileGBM,all,nMAE,0.5871404399323181
Grocery,1525,2,QuantileGBM,x>0,CRPS,0.817435516211604
Grocery,1525,2,QuantileGBM,x>0,pit_ks,0.05996287549231066
Grocery,1525,2,QuantileGBM,x>0,cov95,0.9590443686006825
Grocery,1525,2,QuantileGBM,x>0,cov50,0.863481228668942
Grocery,1525,2,QuantileGBM,x>0,nMAE,0.576388888888889
Grocery,1525,3,BTYD,all,CRPS,0.48453960835152843
Grocery,1525,3,BTYD,all,pit_ks,0.04643479990313404
Grocery,1525,3,BTYD,all,cov95,0.9650655021834061
Grocery,1525,3,BTYD,all,cov50,0.8733624454148472
Grocery,1525,3,BTYD,all,nMAE,0.4845360824742268
Grocery,1525,3,BTYD,x>0,CRPS,0.744725152301444
Grocery,1525,3,BTYD,x>0,pit_ks,0.048384839140792724
Grocery,1525,3,BTYD,x>0,cov95,0.9638989169675091
Grocery,1525,3,BTYD,x>0,cov50,0.8231046931407943
Grocery,1525,3,BTYD,x>0,nMAE,0.469964664310954
Grocery,1525,3,PoissonGBM,all,CRPS,0.5308545032751092
Grocery,1525,3,PoissonGBM,all,pit_ks,0.057604944468316766
Grocery,1525,3,PoissonGBM,all,cov95,0.9301310043668122
Grocery,1525,3,PoissonGBM,all,cov50,0.8165938864628821
Grocery,1525,3,PoissonGBM,all,nMAE,0.549828178694158
Grocery,1525,3,PoissonGBM,x>0,CRPS,0.8165744584837545
Grocery,1525,3,PoissonGBM,x>0,pit_ks,0.0741654011328039
Grocery,1525,3,PoissonGBM,x>0,cov95,0.9061371841155235
Grocery,1525,3,PoissonGBM,x>0,cov50,0.7292418772563177
Grocery,1525,3,PoissonGBM,x>0,nMAE,0.5371024734982331
Grocery,1525,3,HurdleGBM,all,CRPS,0.5317343886462882
Grocery,1525,3,HurdleGBM,all,pit_ks,0.06516662270197471
Grocery,1525,3,HurdleGBM,all,cov95,0.9410480349344978
Grocery,1525,3,HurdleGBM,all,cov50,0.8034934497816594
Grocery,1525,3,HurdleGBM,all,nMAE,0.5515463917525774
Grocery,1525,3,HurdleGBM,x>0,CRPS,0.82205
Grocery,1525,3,HurdleGBM,x>0,pit_ks,0.08536269749467251
Grocery,1525,3,HurdleGBM,x>0,cov95,0.9205776173285198
Grocery,1525,3,HurdleGBM,x>0,cov50,0.7075812274368231
Grocery,1525,3,HurdleGBM,x>0,nMAE,0.5388692579505301
Grocery,1525,3,QuantileGBM,all,CRPS,0.6102118995633187
Grocery,1525,3,QuantileGBM,all,pit_ks,0.11688745877892337
Grocery,1525,3,QuantileGBM,all,cov95,0.9563318777292577
Grocery,1525,3,QuantileGBM,all,cov50,0.8755458515283843
Grocery,1525,3,QuantileGBM,all,nMAE,0.7903780068728522
Grocery,1525,3,QuantileGBM,x>0,CRPS,0.9511122066787002
Grocery,1525,3,QuantileGBM,x>0,pit_ks,0.18048256270901714
Grocery,1525,3,QuantileGBM,x>0,cov95,0.9530685920577617
Grocery,1525,3,QuantileGBM,x>0,cov50,0.8267148014440433
Grocery,1525,3,QuantileGBM,x>0,nMAE,0.7844522968197879
Grocery,1525,4,BTYD,all,CRPS,0.5055838905567686
Grocery,1525,4,BTYD,all,pit_ks,0.07804550553786199
Grocery,1525,4,BTYD,all,cov95,0.9650655021834061
Grocery,1525,4,BTYD,all,cov50,0.8842794759825328
Grocery,1525,4,BTYD,all,nMAE,0.45762711864406785
Grocery,1525,4,BTYD,x>0,CRPS,0.747576132015306
Grocery,1525,4,BTYD,x>0,pit_ks,0.07800976200932064
Grocery,1525,4,BTYD,x>0,cov95,0.9591836734693877
Grocery,1525,4,BTYD,x>0,cov50,0.8469387755102041
