dataset,N,seed,method,cond,metric,value
OnlineRetailII,4268,8,BTYD,all,CRPS,0.7455370178222656
OnlineRetailII,4268,8,BTYD,all,pit_ks,0.22891261127955498
OnlineRetailII,4268,8,BTYD,all,cov95,0.99296875
OnlineRetailII,4268,8,BTYD,all,cov50,0.803125
OnlineRetailII,4268,8,BTYD,all,nMAE,0.7792584009269988
OnlineRetailII,4268,8,BTYD,x>0,CRPS,0.9270614068154402
OnlineRetailII,4268,8,BTYD,x>0,pit_ks,0.22715153862005744
OnlineRetailII,4268,8,BTYD,x>0,cov95,0.9903498190591074
OnlineRetailII,4268,8,BTYD,x>0,cov50,0.7225572979493365
OnlineRetailII,4268,8,BTYD,x>0,nMAE,0.7049549549549551
OnlineRetailII,4268,8,PoissonGBM,all,CRPS,0.6678001611328124
OnlineRetailII,4268,8,PoissonGBM,all,pit_ks,0.06590878837128955
OnlineRetailII,4268,8,PoissonGBM,all,cov95,0.95
OnlineRetailII,4268,8,PoissonGBM,all,cov50,0.76484375
OnlineRetailII,4268,8,PoissonGBM,all,nMAE,0.6570104287369641
OnlineRetailII,4268,8,PoissonGBM,x>0,CRPS,0.8476696999396863
OnlineRetailII,4268,8,PoissonGBM,x>0,pit_ks,0.059755312134557426
OnlineRetailII,4268,8,PoissonGBM,x>0,cov95,0.9445114595898673
OnlineRetailII,4268,8,PoissonGBM,x>0,cov50,0.7141133896260555
OnlineRetailII,4268,8,PoissonGBM,x>0,nMAE,0.6161518661518662
OnlineRetailII,4268,8,HurdleGBM,all,CRPS,0.6825625634765625
OnlineRetailII,4268,8,HurdleGBM,all,pit_ks,0.04734095336044769
OnlineRetailII,4268,8,HurdleGBM,all,cov95,0.95625
OnlineRetailII,4268,8,HurdleGBM,all,cov50,0.76171875
OnlineRetailII,4268,8,HurdleGBM,all,nMAE,0.6833719582850522
OnlineRetailII,4268,8,HurdleGBM,x>0,CRPS,0.8754405006031364
OnlineRetailII,4268,8,HurdleGBM,x>0,pit_ks,0.046715647829901785
OnlineRetailII,4268,8,HurdleGBM,x>0,cov95,0.9457177322074789
OnlineRetailII,4268,8,HurdleGBM,x>0,cov50,0.7201447527141134
OnlineRetailII,4268,8,HurdleGBM,x>0,nMAE,0.6483268983268984
OnlineRetailII,4268,8,QuantileGBM,all,CRPS,0.6511358203125001
OnlineRetailII,4268,8,QuantileGBM,all,pit_ks,0.05104882055160198
OnlineRetailII,4268,8,QuantileGBM,all,cov95,0.94765625
OnlineRetailII,4268,8,QuantileGBM,all,cov50,0.8140625
OnlineRetailII,4268,8,QuantileGBM,all,nMAE,0.6468713789107764
OnlineRetailII,4268,8,QuantileGBM,x>0,CRPS,0.8290506936067551
OnlineRetailII,4268,8,QuantileGBM,x>0,pit_ks,0.06682757762177505
OnlineRetailII,4268,8,QuantileGBM,x>0,cov95,0.9433051869722557
OnlineRetailII,4268,8,QuantileGBM,x>0,cov50,0.8118214716525934
OnlineRetailII,4268,8,QuantileGBM,x>0,nMAE,0.6077863577863578
OnlineRetailII,4268,9,BTYD,all,CRPS,0.74522265625
OnlineRetailII,4268,9,BTYD,all,pit_ks,0.2000242629118869
OnlineRetailII,4268,9,BTYD,all,cov95,0.99296875
OnlineRetailII,4268,9,BTYD,all,cov50,0.8109375
OnlineRetailII,4268,9,BTYD,all,nMAE,0.7867990654205608
OnlineRetailII,4268,9,BTYD,x>0,CRPS,0.9147376286319612
OnlineRetailII,4268,9,BTYD,x>0,pit_ks,0.21840256544703657
OnlineRetailII,4268,9,BTYD,x>0,cov95,0.9927360774818402
OnlineRetailII,4268,9,BTYD,x>0,cov50,0.7348668280871671
OnlineRetailII,4268,9,BTYD,x>0,nMAE,0.7144262295081967
OnlineRetailII,4268,9,PoissonGBM,all,CRPS,0.6388555615234375
OnlineRetailII,4268,9,PoissonGBM,all,pit_ks,0.04419089152328037
OnlineRetailII,4268,9,PoissonGBM,all,cov95,0.96171875
OnlineRetailII,4268,9,PoissonGBM,all,cov50,0.77109375
OnlineRetailII,4268,9,PoissonGBM,all,nMAE,0.6580023364485982
OnlineRetailII,4268,9,PoissonGBM,x>0,CRPS,0.8002570520581114
OnlineRetailII,4268,9,PoissonGBM,x>0,pit_ks,0.04491139713554704
OnlineRetailII,4268,9,PoissonGBM,x>0,cov95,0.9588377723970944
OnlineRetailII,4268,9,PoissonGBM,x>0,cov50,0.7336561743341404
OnlineRetailII,4268,9,PoissonGBM,x>0,nMAE,0.6101639344262295
OnlineRetailII,4268,9,HurdleGBM,all,CRPS,0.6435475341796875
OnlineRetailII,4268,9,HurdleGBM,all,pit_ks,0.04155077689480535
OnlineRetailII,4268,9,HurdleGBM,all,cov95,0.96171875
OnlineRetailII,4268,9,HurdleGBM,all,cov50,0.74609375
OnlineRetailII,4268,9,HurdleGBM,all,nMAE,0.6524532710280374
OnlineRetailII,4268,9,HurdleGBM,x>0,CRPS,0.8102481613196124
OnlineRetailII,4268,9,HurdleGBM,x>0,pit_ks,0.048745961112462766
OnlineRetailII,4268,9,HurdleGBM,x>0,cov95,0.9564164648910412
OnlineRetailII,4268,9,HurdleGBM,x>0,cov50,0.7142857142857143
OnlineRetailII,4268,9,HurdleGBM,x>0,nMAE,0.6098360655737705
OnlineRetailII,4268,9,QuantileGBM,all,CRPS,0.651551298828125
OnlineRetailII,4268,9,QuantileGBM,all,pit_ks,0.05728973600128423
OnlineRetailII,4268,9,QuantileGBM,all,cov95,0.96953125
OnlineRetailII,4268,9,QuantileGBM,all,cov50,0.8015625
OnlineRetailII,4268,9,QuantileGBM,all,nMAE,0.6504088785046729
OnlineRetailII,4268,9,QuantileGBM,x>0,CRPS,0.8240222003631961
OnlineRetailII,4268,9,QuantileGBM,x>0,pit_ks,0.08130288432990496
OnlineRetailII,4268,9,QuantileGBM,x>0,cov95,0.9709443099273608
OnlineRetailII,4268,9,QuantileGBM,x>0,cov50,0.7978208232445521
OnlineRetailII,4268,9,QuantileGBM,x>0,nMAE,0.6075409836065574
OnlineRetailII,4268,10,BTYD,all,CRPS,0.7806250305175781
OnlineRetailII,4268,10,BTYD,all,pit_ks,0.2110331241440529
OnlineRetailII,4268,10,BTYD,all,cov95,0.9921875
OnlineRetailII,4268,10,BTYD,all,cov50,0.80625
OnlineRetailII,4268,10,BTYD,all,nMAE,0.78735310576385
OnlineRetailII,4268,10,BTYD,x>0,CRPS,0.9748572279812349
OnlineRetailII,4268,10,BTYD,x>0,pit_ks,0.22683402699917699
OnlineRetailII,4268,10,BTYD,x>0,cov95,0.9891041162227603
OnlineRetailII,4268,10,BTYD,x>0,cov50,0.7227602905569007
OnlineRetailII,4268,10,BTYD,x>0,nMAE,0.7141975308641976
OnlineRetailII,4268,10,PoissonGBM,all,CRPS,0.6848345849609375
OnlineRetailII,4268,10,PoissonGBM,all,pit_ks,0.05017957675977902
OnlineRetailII,4268,10,PoissonGBM,all,cov95,0.946875
OnlineRetailII,4268,10,PoissonGBM,all,cov50,0.78203125
OnlineRetailII,4268,10,PoissonGBM,all,nMAE,0.6620033575825406
OnlineRetailII,4268,10,PoissonGBM,x>0,CRPS,0.8800958610774818
OnlineRetailII,4268,10,PoissonGBM,x>0,pit_ks,0.0503182036827472
OnlineRetailII,4268,10,PoissonGBM,x>0,cov95,0.9394673123486683
OnlineRetailII,4268,10,PoissonGBM,x>0,cov50,0.7239709443099274
OnlineRetailII,4268,10,PoissonGBM,x>0,nMAE,0.6200617283950618
OnlineRetailII,4268,10,HurdleGBM,all,CRPS,0.6930910742187499
OnlineRetailII,4268,10,HurdleGBM,all,pit_ks,0.03170016977146117
OnlineRetailII,4268,10,HurdleGBM,all,cov95,0.953125
OnlineRetailII,4268,10,HurdleGBM,all,cov50,0.7859375
OnlineRetailII,4268,10,HurdleGBM,all,nMAE,0.6578063794068271
OnlineRetailII,4268,10,HurdleGBM,x>0,CRPS,0.8988011349878935
OnlineRetailII,4268,10,HurdleGBM,x>0,pit_ks,0.051356132099593554
OnlineRetailII,4268,10,HurdleGBM,x>0,cov95,0.9430992736077481
OnlineRetailII,4268,10,HurdleGBM,x>0,cov50,0.7360774818401937
OnlineRetailII,4268,10,HurdleGBM,x>0,nMAE,0.6225308641975308
OnlineRetailII,4268,10,QuantileGBM,all,CRPS,0.68213259765625
OnlineRetailII,4268,10,QuantileGBM,all,pit_ks,0.03563035479945187
OnlineRetailII,4268,10,QuantileGBM,all,cov95,0.95859375
OnlineRetailII,4268,10,QuantileGBM,all,cov50,0.81953125
OnlineRetailII,4268,10,QuantileGBM,all,nMAE,0.6474538332400672
OnlineRetailII,4268,10,QuantileGBM,x>0,CRPS,0.8822870914043582
OnlineRetailII,4268,10,QuantileGBM,x>0,pit_ks,0.04514634503291126
OnlineRetailII,4268,10,QuantileGBM,x>0,cov95,0.9552058111380145
OnlineRetailII,4268,10,QuantileGBM,x>0,cov50,0.7905569007263923
OnlineRetailII,4268,10,QuantileGBM,x>0,nMAE,0.6111111111111112
OnlineRetailII,4268,11,BTYD,all,CRPS,0.7508260803222656
OnlineRetailII,4268,11,BTYD,all,pit_ks,0.2236258190860323
OnlineRetailII,4268,11,BTYD,all,cov95,0.99375
OnlineRetailII,4268,11,BTYD,all,cov50,0.8109375
OnlineRetailII,4268,11,BTYD,all,nMAE,0.7744294909303686
OnlineRetailII,4268,11,BTYD,x>0,CRPS,0.9324334455324358
OnlineRetailII,4268,11,BTYD,x>0,pit_ks,0.22172648445753518
OnlineRetailII,4268,11,BTYD,x>0,cov95,0.9938800489596084
OnlineRetailII,4268,11,BTYD,x>0,cov50,0.7258261933904528
OnlineRetailII,4268,11,BTYD,x>0,nMAE,0.6907979407979408
OnlineRetailII,4268,11,PoissonGBM,all,CRPS,0.659927783203125
OnlineRetailII,4268,11,PoissonGBM,all,pit_ks,0.05648443070613332
OnlineRetailII,4268,11,PoissonGBM,all,cov95,0.95703125
OnlineRetailII,4268,11,PoissonGBM,all,cov50,0.778125
OnlineRetailII,4268,11,PoissonGBM,all,nMAE,0.6729081334113517
OnlineRetailII,4268,11,PoissonGBM,x>0,CRPS,0.8605080859853121
OnlineRetailII,4268,11,PoissonGBM,x>0,pit_ks,0.04825054634360795
OnlineRetailII,4268,11,PoissonGBM,x>0,cov95,0.9510403916768666
OnlineRetailII,4268,11,PoissonGBM,x>0,cov50,0.6976744186046512
OnlineRetailII,4268,11,PoissonGBM,x>0,nMAE,0.6280566280566281
OnlineRetailII,4268,11,HurdleGBM,all,CRPS,0.658553994140625
OnlineRetailII,4268,11,HurdleGBM,all,pit_ks,0.04099993615849809
OnlineRetailII,4268,11,HurdleGBM,all,cov95,0.96015625
OnlineRetailII,4268,11,HurdleGBM,all,cov50,0.76953125
OnlineRetailII,4268,11,HurdleGBM,all,nMAE,0.6679344645991808
OnlineRetailII,4268,11,HurdleGBM,x>0,CRPS,0.8626216034271725
OnlineRetailII,4268,11,HurdleGBM,x>0,pit_ks,0.052443700159219064
OnlineRetailII,4268,11,HurdleGBM,x>0,cov95,0.9522643818849449
OnlineRetailII,4268,11,HurdleGBM,x>0,cov50,0.7074663402692778
OnlineRetailII,4268,11,HurdleGBM,x>0,nMAE,0.6348133848133848
OnlineRetailII,4268,11,QuantileGBM,all,CRPS,0.65620697265625
OnlineRetailII,4268,11,QuantileGBM,all,pit_ks,0.028486225805233634
OnlineRetailII,4268,11,QuantileGBM,all,cov95,0.96484375
OnlineRetailII,4268,11,QuantileGBM,all,cov50,0.8125
OnlineRetailII,4268,11,QuantileGBM,all,nMAE,0.6729081334113517
OnlineRetailII,4268,11,QuantileGBM,x>0,CRPS,0.8627880660954712
OnlineRetailII,4268,11,QuantileGBM,x>0,pit_ks,0.03835358455371862
OnlineRetailII,4268,11,QuantileGBM,x>0,cov95,0.9596083231334149
OnlineRetailII,4268,11,QuantileGBM,x>0,cov50,0.7662178702570379
OnlineRetailII,4268,11,QuantileGBM,x>0,nMAE,0.6402831402831403
OnlineRetailII,4268,12,BTYD,all,CRPS,0.75818994140625
OnlineRetailII,4268,12,BTYD,all,pit_ks,0.2128539303468704
OnlineRetailII,4268,12,BTYD,all,cov95,0.9875
OnlineRetailII,4268,12,BTYD,all,cov50,0.80859375
OnlineRetailII,4268,12,BTYD,all,nMAE,0.7826844857640906
OnlineRetailII,4268,12,BTYD,x>0,CRPS,0.9439129689353499
OnlineRetailII,4268,12,BTYD,x>0,pit_ks,0.2107350380795029
OnlineRetailII,4268,12,BTYD,x>0,cov95,0.9857651245551602
OnlineRetailII,4268,12,BTYD,x>0,cov50,0.730723606168446
OnlineRetailII,4268,12,BTYD,x>0,nMAE,0.7153797064454372
OnlineRetailII,4268,12,PoissonGBM,all,CRPS,0.671779638671875
OnlineRetailII,4268,12,PoissonGBM,all,pit_ks,0.04933681719286376
OnlineRetailII,4268,12,PoissonGBM,all,cov95,0.95078125
OnlineRetailII,4268,12,PoissonGBM,all,cov50,0.76484375
OnlineRetailII,4268,12,PoissonGBM,all,nMAE,0.6856478791400349
OnlineRetailII,4268,12,PoissonGBM,x>0,CRPS,0.8611953884934755
OnlineRetailII,4268,12,PoissonGBM,x>0,pit_ks,0.05572129395500908
OnlineRetailII,4268,12,PoissonGBM,x>0,cov95,0.9430604982206405
OnlineRetailII,4268,12,PoissonGBM,x>0,cov50,0.7058125741399762
OnlineRetailII,4268,12,PoissonGBM,x>0,nMAE,0.6448627951499681
OnlineRetailII,4268,12,HurdleGBM,all,CRPS,0.684273291015625
OnlineRetailII,4268,12,HurdleGBM,all,pit_ks,0.035756258570208546
OnlineRetailII,4268,12,HurdleGBM,all,cov95,0.96640625
OnlineRetailII,4268,12,HurdleGBM,all,cov50,0.7625
OnlineRetailII,4268,12,HurdleGBM,all,nMAE,0.7027890761185358
OnlineRetailII,4268,12,HurdleGBM,x>0,CRPS,0.8866284771648874
OnlineRetailII,4268,12,HurdleGBM,x>0,pit_ks,0.04138583670425888
OnlineRetailII,4268,12,HurdleGBM,x>0,cov95,0.9561091340450771
OnlineRetailII,4268,12,HurdleGBM,x>0,cov50,0.7188612099644128
OnlineRetailII,4268,12,HurdleGBM,x>0,nMAE,0.6735800893426931
OnlineRetailII,4268,12,QuantileGBM,all,CRPS,0.6573787841796875
OnlineRetailII,4268,12,QuantileGBM,all,pit_ks,0.0324490913681873
OnlineRetailII,4268,12,QuantileGBM,all,cov95,0.965625
OnlineRetailII,4268,12,QuantileGBM,all,cov50,0.8125
OnlineRetailII,4268,12,QuantileGBM,all,nMAE,0.6783846600813481
OnlineRetailII,4268,12,QuantileGBM,x>0,CRPS,0.8455455441874259
OnlineRetailII,4268,12,QuantileGBM,x>0,pit_ks,0.043336373623589775
OnlineRetailII,4268,12,QuantileGBM,x>0,cov95,0.963226571767497
OnlineRetailII,4268,12,QuantileGBM,x>0,cov50,0.7852906287069988
OnlineRetailII,4268,12,QuantileGBM,x>0,nMAE,0.6467772814294831
OnlineRetailII,4268,13,BTYD,all,CRPS,0.786505126953125
OnlineRetailII,4268,13,BTYD,all,pit_ks,0.2016986856868208
OnlineRetailII,4268,13,BTYD,all,cov95,0.9921875
OnlineRetailII,4268,13,BTYD,all,cov50,0.79296875
OnlineRetailII,4268,13,BTYD,all,nMAE,0.7908077994428969
OnlineRetailII,4268,13,BTYD,x>0,CRPS,0.9949324387770433
OnlineRetailII,4268,13,BTYD,x>0,pit_ks,0.22162578328032895
OnlineRetailII,4268,13,BTYD,x>0,cov95,0.9903846153846154
OnlineRetailII,4268,13,BTYD,x>0,cov50,0.7079326923076923
OnlineRetailII,4268,13,BTYD,x>0,nMAE,0.723980523432745
OnlineRetailII,4268,13,PoissonGBM,all,CRPS,0.7032000390625
OnlineRetailII,4268,13,PoissonGBM,all,pit_ks,0.05411146807820605
OnlineRetailII,4268,13,PoissonGBM,all,cov95,0.95078125
OnlineRetailII,4268,13,PoissonGBM,all,cov50,0.76015625
OnlineRetailII,4268,13,PoissonGBM,all,nMAE,0.6738161559888579
OnlineRetailII,4268,13,PoissonGBM,x>0,CRPS,0.9200519831730768
OnlineRetailII,4268,13,PoissonGBM,x>0,pit_ks,0.06019604369647413
OnlineRetailII,4268,13,PoissonGBM,x>0,cov95,0.9387019230769231
OnlineRetailII,4268,13,PoissonGBM,x>0,cov50,0.7019230769230769
OnlineRetailII,4268,13,PoissonGBM,x>0,nMAE,0.6342057212416312
OnlineRetailII,4268,13,HurdleGBM,all,CRPS,0.711854716796875
OnlineRetailII,4268,13,HurdleGBM,all,pit_ks,0.03612453060251686
OnlineRetailII,4268,13,HurdleGBM,all,cov95,0.953125
OnlineRetailII,4268,13,HurdleGBM,all,cov50,0.7515625
OnlineRetailII,4268,13,HurdleGBM,all,nMAE,0.666016713091922
OnlineRetailII,4268,13,HurdleGBM,x>0,CRPS,0.9380871243990383
OnlineRetailII,4268,13,HurdleGBM,x>0,pit_ks,0.05467950123953458
OnlineRetailII,4268,13,HurdleGBM,x>0,cov95,0.9423076923076923
OnlineRetailII,4268,13,HurdleGBM,x>0,cov50,0.7007211538461539
OnlineRetailII,4268,13,HurdleGBM,x>0,nMAE,0.6345100426049909
OnlineRetailII,4268,13,QuantileGBM,all,CRPS,0.704108935546875
OnlineRetailII,4268,13,QuantileGBM,all,pit_ks,0.03505839192050941
OnlineRetailII,4268,13,QuantileGBM,all,cov95,0.95859375
OnlineRetailII,4268,13,QuantileGBM,all,cov50,0.8015625
OnlineRetailII,4268,13,QuantileGBM,all,nMAE,0.677715877437326
OnlineRetailII,4268,13,QuantileGBM,x>0,CRPS,0.9285200570913462
OnlineRetailII,4268,13,QuantileGBM,x>0,pit_ks,0.04284742924892404
OnlineRetailII,4268,13,QuantileGBM,x>0,cov95,0.9507211538461539
OnlineRetailII,4268,13,QuantileGBM,x>0,cov50,0.7728365384615384
OnlineRetailII,4268,13,QuantileGBM,x>0,nMAE,0.647900182592818
OnlineRetailII,4268,14,BTYD,all,CRPS,0.7982867431640625
OnlineRetailII,4268,14,BTYD,all,pit_ks,0.18472071733682133
OnlineRetailII,4268,14,BTYD,all,cov95,0.9875
OnlineRetailII,4268,14,BTYD,all,cov50,0.7984375
OnlineRetailII,4268,14,BTYD,all,nMAE,0.8008287292817678
OnlineRetailII,4268,14,BTYD,x>0,CRPS,1.0179812767747858
OnlineRetailII,4268,14,BTYD,x>0,pit_ks,0.20041725006123062
OnlineRetailII,4268,14,BTYD,x>0,cov95,0.9828641370869033
OnlineRetailII,4268,14,BTYD,x>0,cov50,0.7111383108935129
OnlineRetailII,4268,14,BTYD,x>0,nMAE,0.7288861689106487
OnlineRetailII,4268,14,PoissonGBM,all,CRPS,0.7475265185546875
OnlineRetailII,4268,14,PoissonGBM,all,pit_ks,0.05729300069729171
OnlineRetailII,4268,14,PoissonGBM,all,cov95,0.9375
OnlineRetailII,4268,14,PoissonGBM,all,cov50,0.759375
OnlineRetailII,4268,14,PoissonGBM,all,nMAE,0.7096685082872928
OnlineRetailII,4268,14,PoissonGBM,x>0,CRPS,0.9782126835985311
OnlineRetailII,4268,14,PoissonGBM,x>0,pit_ks,0.07176515369460501
OnlineRetailII,4268,14,PoissonGBM,x>0,cov95,0.9265605875152999
OnlineRetailII,4268,14,PoissonGBM,x>0,cov50,0.7111383108935129
OnlineRetailII,4268,14,PoissonGBM,x>0,nMAE,0.6649326805385557
OnlineRetailII,4268,14,HurdleGBM,all,CRPS,0.7328219726562499
OnlineRetailII,4268,14,HurdleGBM,all,pit_ks,0.048583140770733
OnlineRetailII,4268,14,HurdleGBM,all,cov95,0.94453125
OnlineRetailII,4268,14,HurdleGBM,all,cov50,0.7421875
OnlineRetailII,4268,14,HurdleGBM,all,nMAE,0.6878453038674033
OnlineRetailII,4268,14,HurdleGBM,x>0,CRPS,0.9645256578947368
OnlineRetailII,4268,14,HurdleGBM,x>0,pit_ks,0.07299849001041114
OnlineRetailII,4268,14,HurdleGBM,x>0,cov95,0.9265605875152999
OnlineRetailII,4268,14,HurdleGBM,x>0,cov50,0.6878824969400245
OnlineRetailII,4268,14,HurdleGBM,x>0,nMAE,0.6542227662178702
OnlineRetailII,4268,14,QuantileGBM,all,CRPS,0.7359846484375
OnlineRetailII,4268,14,QuantileGBM,all,pit_ks,0.047148538749763325
OnlineRetailII,4268,14,QuantileGBM,all,cov95,0.946875
OnlineRetailII,4268,14,QuantileGBM,all,cov50,0.79609375
OnlineRetailII,4268,14,QuantileGBM,all,nMAE,0.7046961325966851
OnlineRetailII,4268,14,QuantileGBM,x>0,CRPS,0.9728310052019584
OnlineRetailII,4268,14,QuantileGBM,x>0,pit_ks,0.05429250828000365
OnlineRetailII,4268,14,QuantileGBM,x>0,cov95,0.9412484700122399
OnlineRetailII,4268,14,QuantileGBM,x>0,cov50,0.7686658506731946
OnlineRetailII,4268,14,QuantileGBM,x>0,nMAE,0.6728886168910648
Olist,22597,0,BTYD,all,CRPS,0.017296193898436344
Olist,22597,0,BTYD,all,pit_ks,0.016916158412404014
Olist,22597,0,BTYD,all,cov95,0.9853960761174214
Olist,22597,0,BTYD,all,cov50,0.983773417908246
Olist,22597,0,BTYD,all,nMAE,1.0
Olist,22597,0,BTYD,x>0,CRPS,0.10510030864197531
Olist,22597,0,BTYD,x>0,pit_ks,0.08097005270943258
Olist,22597,0,BTYD,x>0,cov95,0.9753086419753086
Olist,22597,0,BTYD,x>0,cov50,0.9259259259259259
Olist,22597,0,BTYD,x>0,nMAE,1.0
Olist,22597,0,PoissonGBM,all,CRPS,0.017363088213600827
Olist,22597,0,PoissonGBM,all,pit_ks,0.010555708193025648
Olist,22597,0,PoissonGBM,all,cov95,0.9858386192653784
Olist,22597,0,PoissonGBM,all,cov50,0.983773417908246
Olist,22597,0,PoissonGBM,all,nMAE,1.0
Olist,22597,0,PoissonGBM,x>0,CRPS,0.11102862654320989
Olist,22597,0,PoissonGBM,x>0,pit_ks,0.10404643060104335
Olist,22597,0,PoissonGBM,x>0,cov95,0.9629629629629629
Olist,22597,0,PoissonGBM,x>0,cov50,0.9259259259259259
Olist,22597,0,PoissonGBM,x>0,nMAE,1.0
Olist,22597,0,HurdleGBM,all,CRPS,0.017287712973889955
Olist,22597,0,HurdleGBM,all,pit_ks,0.011339919619826389
Olist,22597,0,HurdleGBM,all,cov95,0.9864286767959876
Olist,22597,0,HurdleGBM,all,cov50,0.983773417908246
Olist,22597,0,HurdleGBM,all,nMAE,1.0
Olist,22597,0,HurdleGBM,x>0,CRPS,0.10744483024691359
Olist,22597,0,HurdleGBM,x>0,pit_ks,0.07899916264884632
Olist,22597,0,HurdleGBM,x>0,cov95,0.9753086419753086
Olist,22597,0,HurdleGBM,x>0,cov50,0.9259259259259259
Olist,22597,0,HurdleGBM,x>0,nMAE,1.0
Olist,22597,0,QuantileGBM,all,CRPS,0.017510212605103995
Olist,22597,0,QuantileGBM,all,pit_ks,0.023576165580378894
Olist,22597,0,QuantileGBM,all,cov95,0.984215961056203
Olist,22597,0,QuantileGBM,all,cov50,0.983773417908246
Olist,22597,0,QuantileGBM,all,nMAE,1.0
Olist,22597,0,QuantileGBM,x>0,CRPS,0.10742878086419753
Olist,22597,0,QuantileGBM,x>0,pit_ks,0.08680003663316038
Olist,22597,0,QuantileGBM,x>0,cov95,0.9629629629629629
Olist,22597,0,QuantileGBM,x>0,cov50,0.9259259259259259
Olist,22597,0,QuantileGBM,x>0,nMAE,1.0
Olist,22597,1,BTYD,all,CRPS,0.017601836784555243
Olist,22597,1,BTYD,all,pit_ks,0.008260552317929437
Olist,22597,1,BTYD,all,cov95,0.9852485617347692
Olist,22597,1,BTYD,all,cov50,0.9834783891429414
Olist,22597,1,BTYD,all,nMAE,1.0
Olist,22597,1,BTYD,x>0,CRPS,0.0936416720360825
Olist,22597,1,BTYD,x>0,pit_ks,0.17804492863155974
Olist,22597,1,BTYD,x>0,cov95,0.9896907216494846
Olist,22597,1,BTYD,x>0,cov50,0.9072164948453608
Olist,22597,1,BTYD,x>0,nMAE,1.0
Olist,22597,1,PoissonGBM,all,CRPS,0.01753399192358755
Olist,22597,1,PoissonGBM,all,pit_ks,0.005602290077728611
Olist,22597,1,PoissonGBM,all,cov95,0.986133648030683
Olist,22597,1,PoissonGBM,all,cov50,0.9834783891429414
Olist,22597,1,PoissonGBM,all,nMAE,1.0
Olist,22597,1,PoissonGBM,x>0,CRPS,0.09492944587628865
Olist,22597,1,PoissonGBM,x>0,pit_ks,0.16469108148161304
Olist,22597,1,PoissonGBM,x>0,cov95,0.9690721649484536
Olist,22597,1,PoissonGBM,x>0,cov50,0.9072164948453608
Olist,22597,1,PoissonGBM,x>0,nMAE,1.0
Olist,22597,1,HurdleGBM,all,CRPS,0.01760406494320696
Olist,22597,1,HurdleGBM,all,pit_ks,0.006556777539109326
Olist,22597,1,HurdleGBM,all,cov95,0.9865761911786399
Olist,22597,1,HurdleGBM,all,cov50,0.9834783891429414
Olist,22597,1,HurdleGBM,all,nMAE,1.0
Olist,22597,1,HurdleGBM,x>0,CRPS,0.09734993556701033
Olist,22597,1,HurdleGBM,x>0,pit_ks,0.18460360272266163
Olist,22597,1,HurdleGBM,x>0,cov95,0.9690721649484536
Olist,22597,1,HurdleGBM,x>0,cov50,0.9072164948453608
Olist,22597,1,HurdleGBM,x>0,nMAE,1.0
Olist,22597,1,QuantileGBM,all,CRPS,0.017762566381472195
Olist,22597,1,QuantileGBM,all,pit_ks,0.0180378500661188
Olist,22597,1,QuantileGBM,all,cov95,0.984215961056203
Olist,22597,1,QuantileGBM,all,cov50,0.9834783891429414
Olist,22597,1,QuantileGBM,all,nMAE,1.0
Olist,22597,1,QuantileGBM,x>0,CRPS,0.0970354381443299
Olist,22597,1,QuantileGBM,x>0,pit_ks,0.18853879390385497
Olist,22597,1,QuantileGBM,x>0,cov95,0.9587628865979382
Olist,22597,1,QuantileGBM,x>0,cov50,0.9072164948453608
Olist,22597,1,QuantileGBM,x>0,nMAE,1.0
Olist,22597,2,BTYD,all,CRPS,0.016118959977504056
Olist,22597,2,BTYD,all,pit_ks,0.008400111075724803
Olist,22597,2,BTYD,all,cov95,0.9858386192653784
Olist,22597,2,BTYD,all,cov50,0.9849535329694645
Olist,22597,2,BTYD,all,nMAE,1.0
Olist,22597,2,BTYD,x>0,CRPS,0.08109747023809522
Olist,22597,2,BTYD,x>0,pit_ks,0.10965024221989411
Olist,22597,2,BTYD,x>0,cov95,0.9880952380952381
Olist,22597,2,BTYD,x>0,cov50,0.9404761904761905
Olist,22597,2,BTYD,x>0,nMAE,1.0
Olist,22597,2,PoissonGBM,all,CRPS,0.016097981818852337
Olist,22597,2,PoissonGBM,all,pit_ks,0.008712080503883612
Olist,22597,2,PoissonGBM,all,cov95,0.9874612774745538
Olist,22597,2,PoissonGBM,all,cov50,0.9849535329694645
Olist,22597,2,PoissonGBM,all,nMAE,1.0
Olist,22597,2,PoissonGBM,x>0,CRPS,0.08448415178571429
Olist,22597,2,PoissonGBM,x>0,pit_ks,0.11408978814481618
Olist,22597,2,PoissonGBM,x>0,cov95,0.9761904761904762
Olist,22597,2,PoissonGBM,x>0,cov50,0.9404761904761905
Olist,22597,2,PoissonGBM,x>0,nMAE,1.0
Olist,22597,2,HurdleGBM,all,CRPS,0.016080033006343118
Olist,22597,2,HurdleGBM,all,pit_ks,0.007326278033019301
Olist,22597,2,HurdleGBM,all,cov95,0.9874612774745538
Olist,22597,2,HurdleGBM,all,cov50,0.9849535329694645
Olist,22597,2,HurdleGBM,all,nMAE,1.0
Olist,22597,2,HurdleGBM,x>0,CRPS,0.08353824404761905
Olist,22597,2,HurdleGBM,x>0,pit_ks,0.11058526349562575
Olist,22597,2,HurdleGBM,x>0,cov95,0.9761904761904762
Olist,22597,2,HurdleGBM,x>0,cov50,0.9404761904761905
Olist,22597,2,HurdleGBM,x>0,nMAE,1.0
